0	1	2
filter0	0.017661077901721	-0.007913191802799702
filter1	0.011911431327462196	-0.0032984872814267874
filter2	0.026678161695599556	-0.01653752475976944
filter3	0.042039014399051666	-0.046567153185606
filter4	-0.037458665668964386	0.03999553248286247
filter5	0.06348569691181183	-0.05266306549310684
filter6	0.013350930996239185	-0.007690737955272198
filter7	-0.07328473031520844	0.07072344422340393
filter8	0.010272825136780739	-0.0041658226400613785
filter9	-0.040829211473464966	0.04056469723582268
filter10	0.05833452194929123	-0.06546372175216675
filter11	0.04655543714761734	-0.05116713047027588
filter12	0.022053539752960205	-0.035305965691804886
filter13	-0.01892915926873684	0.022208068519830704
filter14	-0.05095559358596802	0.04473477602005005
filter15	-0.06498156487941742	0.06893797963857651
filter16	0.02616698294878006	-0.015287314541637897
filter17	-0.1245318353176117	0.12644799053668976
filter18	0.028584251180291176	-0.022932274267077446
filter19	0.07862245291471481	-0.08553079515695572
filter20	0.011324136517941952	-0.0054288869723677635
filter21	-0.04879256337881088	0.062096524983644485
filter22	-0.013101022690534592	0.016801297664642334
filter23	-0.023233454674482346	0.05673374980688095
filter24	-0.0132672730833292	0.01938456855714321
filter25	0.031200174242258072	-0.02067137509584427
filter26	0.04907664284110069	-0.05057120695710182
filter27	0.21093948185443878	-0.2304827868938446
filter28	0.07475975155830383	-0.08687960356473923
filter29	-0.11003255099058151	0.1119798868894577
filter30	0.06901916861534119	-0.05399485304951668
filter31	-0.09441876411437988	0.0944124087691307
filter32	0.020170560106635094	-0.005314747337251902
filter33	0.07898738235235214	-0.06831849366426468
filter34	0.0036902735009789467	0.023221038281917572
filter35	-0.08623605221509933	0.08534646034240723
filter36	-0.06814037263393402	0.07204286009073257
filter37	0.036839425563812256	-0.029231823980808258
filter38	-0.019537007436156273	0.024166090413928032
filter39	0.017274955287575722	-0.013986683450639248
filter40	0.015272986143827438	-0.017128629609942436
filter41	0.03746447712182999	-0.03238946199417114
filter42	0.06255215406417847	-0.06323518604040146
filter43	0.041290123015642166	-0.05781307443976402
filter44	0.05609540641307831	-0.0626281127333641
filter45	-0.09332016855478287	0.1038491427898407
filter46	-0.05415330082178116	0.05832885578274727
filter47	-0.03848201036453247	0.02779349312186241
filter48	-0.05463731288909912	0.02338482066988945
filter49	-0.09090515226125717	0.10352816432714462
filter50	0.1660422831773758	-0.15021046996116638
filter51	0.016010111197829247	-0.03253604471683502
filter52	0.027014827355742455	-0.013748523779213428
filter53	0.03816859424114227	-0.033949028700590134
filter54	0.04385547339916229	-0.039735373109579086
filter55	-0.025339173153042793	0.036964189261198044
filter56	-0.0843760073184967	0.09678516536951065
filter57	-0.05729195103049278	0.07947967201471329
filter58	0.048499464988708496	-0.045416124165058136
filter59	-0.012822232209146023	0.01155533455312252
filter60	-0.2388809472322464	0.23832812905311584
filter61	0.0725293830037117	-0.07880422472953796
filter62	0.04051414877176285	-0.03173006325960159
filter63	-0.04062319174408913	0.04033233970403671
filter64	-0.1707625538110733	0.17135852575302124
filter65	-0.01523272693157196	0.016171960160136223
filter66	-0.009683803655207157	0.018416788429021835
filter67	0.04557071253657341	-0.04602443799376488
filter68	0.010433371178805828	-0.004496391396969557
filter69	-0.01049621682614088	-0.0022450927644968033
filter70	0.04495176300406456	-0.04558427631855011
filter71	0.025263380259275436	-0.03330646827816963
filter72	-0.0100256921723485	0.0074090734124183655
filter73	0.036473821848630905	-0.040500082075595856
filter74	0.03514702618122101	-0.052714377641677856
filter75	0.08404134213924408	-0.07260501384735107
filter76	0.04120010510087013	-0.04105337709188461
filter77	0.018501607701182365	-0.016849827021360397
filter78	0.06691659986972809	-0.056272149085998535
filter79	-0.08362477272748947	0.0908043310046196
filter80	0.055250804871320724	-0.05877446383237839
filter81	-0.017870480194687843	0.01849275454878807
filter82	0.03701157495379448	-0.04253740981221199
filter83	0.07627032697200775	-0.07447358220815659
filter84	-0.04983259364962578	0.04947487264871597
filter85	0.017149658873677254	-0.009991461411118507
filter86	-0.0327070988714695	0.02918950840830803
filter87	0.12365926057100296	-0.11809737235307693
filter88	0.06205817684531212	-0.0036524590104818344
filter89	0.03895415738224983	-0.03916113078594208
filter90	0.04337725415825844	-0.04188299924135208
filter91	-0.006856346968561411	0.017028281465172768
filter92	-0.24428066611289978	0.2530594766139984
filter93	0.016262130811810493	-0.0213308222591877
filter94	-0.009826662950217724	0.012800619937479496
filter95	0.06135810539126396	0.00590871786698699
filter96	0.023043960332870483	-0.03181812912225723
filter97	0.004491843283176422	-0.008192180655896664
filter98	-0.21415011584758759	0.2002156376838684
filter99	0.06440059840679169	-0.06230948120355606
filter100	0.058070942759513855	-0.062540203332901
filter101	-0.023398099467158318	0.029146810993552208
filter102	0.11365101486444473	-0.11224693059921265
filter103	0.04872516170144081	-0.05228935554623604
filter104	-0.07639582455158234	0.09564118832349777
filter105	0.06618150323629379	-0.062281183898448944
filter106	0.15654151141643524	-0.12995564937591553
filter107	0.06308656185865402	-0.05501416325569153
filter108	0.02184036187827587	-0.017826449126005173
filter109	0.049818795174360275	-0.040625736117362976
filter110	0.010521718300879002	-0.026159778237342834
filter111	-0.05075891315937042	0.05215572193264961
filter112	0.05158098787069321	-0.06605104357004166
filter113	-0.002643747953698039	0.003390009980648756
filter114	-0.05575088784098625	0.04788310453295708
filter115	-0.017551762983202934	0.012028521858155727
filter116	0.029460303485393524	-0.021330581977963448
filter117	0.03089558519423008	-0.027879422530531883
filter118	0.07621705532073975	-0.10248702764511108
filter119	0.053270719945430756	-0.05761617794632912
filter120	-0.01745356246829033	0.02056998945772648
filter121	0.044814079999923706	-0.03076012060046196
filter122	-0.09261700510978699	0.09693596512079239
filter123	0.03232873976230621	-0.02741159498691559
filter124	0.0670166164636612	-0.06440304219722748
filter125	-0.03260524943470955	0.05098884925246239
filter126	-0.02107052132487297	0.014083524234592915
filter127	0.004053725861012936	0.028968192636966705
