0	1	2
filter0	0.5283010357352764	0.5054549295105923
filter1	0.508774493476374	0.5248601655119239
filter2	0.5128089701460316	0.5198835515048574
filter3	0.5241491267044948	0.5097860540489426
filter4	0.4952259033423458	0.5421027791690418
filter5	0.5172500516439011	0.5151459081387384
filter6	0.5259808425536475	0.5084165850995039
filter7	0.48285115051631167	0.5564646576756136
filter8	0.5125497318797119	0.5190781706273594
filter9	0.5295649071410148	0.5026367525674841
filter10	0.502674419017694	0.5324638738260408
filter11	0.495986231706723	0.5407759451652062
filter12	0.5403099594926274	0.4960283375725424
filter13	0.504313515868778	0.5299625236567269
filter14	0.5112472938688774	0.5217665106954281
filter15	0.5363299372368597	0.49819833896488835
filter16	0.5079259332341016	0.5245912172023663
filter17	0.4408175279155935	0.6152248149183568
filter18	0.5236836130931649	0.5107736083206598
filter19	0.5486994357211824	0.49001937569657106
filter20	0.530836728181856	0.5053934257024106
filter21	0.4955768382582063	0.5392443346469745
filter22	0.5195575960403899	0.512056513259728
filter23	0.524937340079147	0.503122896978055
filter24	0.5196263651338391	0.5158878967169387
filter25	0.516536769969107	0.5187200101297571
filter26	0.5339100297638326	0.4992264892430941
filter27	0.44966253787633487	0.6032002143246011
filter28	0.5376505751942993	0.49638282788834676
filter29	0.47570062593910123	0.5633281086122266
filter30	0.5174449470766435	0.516762360289426
filter31	0.45370740398615034	0.5978927065222424
filter32	0.527559505338582	0.5067904959371365
filter33	0.5476946440283483	0.4851284063197976
filter34	0.5256861475810302	0.5076525032326905
filter35	0.5266634222972053	0.5027192793658314
filter36	0.5266003548923242	0.5048121362177463
filter37	0.5438973446267803	0.4917158296394045
filter38	0.5174366076875457	0.5147061290922581
filter39	0.5259034289840933	0.5072084740237579
filter40	0.5098727707687585	0.5262351717755567
filter41	0.538075632213366	0.4946905308763717
filter42	0.5514579315407309	0.4817546681302862
filter43	0.5420393589310047	0.4949154802797835
filter44	0.5555263972792112	0.4794112654545908
filter45	0.48385497081582063	0.5511279004594871
filter46	0.48645268018793114	0.5499967280707782
filter47	0.5114050426282242	0.5247611891255197
filter48	0.525894447655	0.5045948039266794
filter49	0.4645216942797211	0.580525886164351
filter50	0.6065977240031981	0.44659181660057257
filter51	0.5110768698210404	0.5191224377272131
filter52	0.5302096583657612	0.5032733313404488
filter53	0.5092632606349701	0.5227297057081423
filter54	0.5151441493587354	0.5172409941254061
filter55	0.5057282733887001	0.5304698357643508
filter56	0.44409659529035134	0.6120075210723734
filter57	0.46592660841875705	0.5796142969559932
filter58	0.5310629340836865	0.5002751833550025
filter59	0.5175498039471095	0.5149487991241285
filter60	0.4237273014778051	0.6465584390271126
filter61	0.49455930659461567	0.5405755299328704
filter62	0.5317048412250114	0.50157787589436
filter63	0.5382999243107123	0.49391530769387015
filter64	0.4315377271769598	0.6298911383133995
filter65	0.5088581202318182	0.5258184575768069
filter66	0.5111811281278359	0.5213903004463808
filter67	0.5524255215825571	0.4832399341973672
filter68	0.5162510957258954	0.513085678494579
filter69	0.5167343127923234	0.5175666587890123
filter70	0.49358236306528974	0.5422447447733436
filter71	0.512662085763566	0.5191825795321211
filter72	0.5233340518230744	0.5112180148156256
filter73	0.52805899326746	0.5056183558719592
filter74	0.5141476875066707	0.5233542677877825
filter75	0.5010952173941938	0.5341860974533886
filter76	0.5135352724157102	0.5184487014015222
filter77	0.5197458244382656	0.5131046507427002
filter78	0.5301379280680828	0.5043656222774882
filter79	0.5015966439167775	0.5294123373930124
filter80	0.507686228660286	0.5256497341726274
filter81	0.497381169395028	0.5389580992798618
filter82	0.5281739836739106	0.5052698826047269
filter83	0.5143252449566189	0.519957577840741
filter84	0.4894831978974515	0.5484499650195445
filter85	0.514215993966038	0.5183181544394279
filter86	0.48529270286599396	0.5519989716294997
filter87	0.5597790443601214	0.4757856703184921
filter88	0.518087662353103	0.5130036396772093
filter89	0.5409232228567761	0.49255281782743554
filter90	0.5592796553784197	0.4786052825345269
filter91	0.5149120047532421	0.522657671819426
filter92	0.4293389157961958	0.6360604481094972
filter93	0.5028380146743741	0.5334896802225761
filter94	0.5166658761066686	0.5126548498653183
filter95	0.5351053292197696	0.49674501639000723
filter96	0.516523449802048	0.5191572744280686
filter97	0.5134895943882083	0.5196357144659596
filter98	0.5845361670788415	0.461533014051323
filter99	0.5397553450673207	0.4941071714153973
filter100	0.5559903974261869	0.47971457055830174
filter101	0.5083993280909936	0.5266450420534257
filter102	0.5611606364045604	0.47794823295074934
filter103	0.5319295023203061	0.5026871424150042
filter104	0.46481894503450283	0.5784572948685823
filter105	0.5391681491530232	0.49204019414236344
filter106	0.6032621403241367	0.4517166883039395
filter107	0.5289104340117838	0.5009541650792976
filter108	0.5260886658372557	0.5082209533464506
filter109	0.5272897312195617	0.5066883259887927
filter110	0.5265643979103125	0.5085554640063719
filter111	0.4908879731449649	0.5422726810884891
filter112	0.5243535444409094	0.5097005712479803
filter113	0.5325000205494059	0.5010044207782339
filter114	0.49368374437176654	0.5420651102559212
filter115	0.5204772758549213	0.5122353741433017
filter116	0.545681858391567	0.49102539952692986
filter117	0.5320052613723334	0.5011721663195425
filter118	0.48539788391578126	0.5505686452055942
filter119	0.5156336869850022	0.5196174655196538
filter120	0.5089292330684547	0.5255162823376557
filter121	0.5415874014910589	0.49107303223178617
filter122	0.48091009384040495	0.558713772889367
filter123	0.5319996234739051	0.5031706834422756
filter124	0.5184956014021808	0.5169395030837318
filter125	0.48000706758944817	0.5641423082332795
filter126	0.5220673399399999	0.5145251140203243
filter127	0.5250140394319907	0.5065694421004091
