filter0	0.46443927	-0.5461597	-0.71705997
filter1	0.9738137	-0.41354248	-0.8576566
filter2	-0.035884984	-0.115138516	0.09173837
filter3	-0.42412218	-0.43007943	0.26128516
filter4	0.6184737	-0.27799287	-0.4947905
filter5	0.16734286	0.14368652	-0.053304672
filter6	-0.32809573	-0.39282572	0.28949064
filter7	0.5743703	-0.2803434	-0.4913243
filter8	-0.38222206	-0.053375177	0.46026874
filter9	0.010722728	-0.037725843	0.022748115
filter10	0.50268096	-0.28070185	-0.40864438
filter11	0.49266306	-0.23423032	-0.42949164
filter12	0.9268033	-0.6021479	-0.809326
filter13	0.6811313	-0.31537393	-0.5008641
filter14	0.7139006	-0.30658153	-0.5264895
filter15	-0.3829208	-0.45349857	0.32379353
