filter0	0.5573629963136248	0.2606383706904507	0.24425256161589312
filter1	0.4355338390912868	0.28891644119110893	0.2839990099026399
filter2	0.270180777564977	0.3296346976591109	0.505951404672786
filter3	0.24595131890349922	0.3128548466459605	0.6582839312040812
filter4	0.24548136233365062	0.3051511596660704	0.6996013905751094
filter5	0.4063609495330198	0.2891201724825863	0.3101902531665765
filter6	0.35947564047245323	0.32036760763596617	0.3274167944529987
filter7	0.24821075542252632	0.3104887345680615	0.6471022166086282
filter8	0.2804755246001754	0.33385460857615357	0.46358003201070036
filter9	0.2500492655808773	0.30875496852789047	0.6592447204326328
filter10	0.24503981921349408	0.31023365374041845	0.6696383390554285
filter11	0.2553702041389086	0.3199396901455407	0.5739706374897123
filter12	0.2491404901618978	0.31615154767514514	0.6099583730313705
filter13	0.24211850444802738	0.31179599781983836	0.686220752455364
filter14	0.406520100325776	0.3023164965518638	0.29636831797485824
filter15	0.2465683531992223	0.3031356543677156	0.6948711534218692
