filter0	0.4857659777065936	0.5156618461653014
filter1	0.5004954831850076	0.500301685988794
filter2	0.5037986052592662	0.4968657831202269
filter3	0.49704729227912686	0.5037462500627863
filter4	0.5138381334058881	0.48722373510262024
filter5	0.49517202022274015	0.5057297668810451
filter6	0.5122571391930457	0.4890214786448921
filter7	0.5006392930251308	0.5002999816082463
filter8	0.4882755227885497	0.5129582481066028
filter9	0.4973884629352236	0.5034453196525198
filter10	0.49495392572537833	0.506151575675647
filter11	0.5024546484433702	0.4984891560096053
filter12	0.4991452383416037	0.5020674240591403
filter13	0.542656995372361	0.46277212679766166
filter14	0.5183427925217096	0.4831407338557021
filter15	0.5009686860534939	0.5000195256803307
filter16	0.5078546549747065	0.49314197698445617
filter17	0.49655899783111984	0.5041232735157549
filter18	0.4883493027454751	0.5127711316304804
filter19	0.5155497868064671	0.48611844918417013
filter20	0.5049243300592307	0.49579097210569345
filter21	0.4961704737722315	0.5047776819072631
filter22	0.5665180471583426	0.4457354058962247
filter23	0.4884993818560818	0.5128273740590992
filter24	0.5058417930592181	0.4950520951510692
filter25	0.4765493954723046	0.5256314048933445
filter26	0.4903576200318759	0.5106385121052988
filter27	0.5013274702489424	0.49945992054857696
filter28	0.5410456362317486	0.46417582562899984
filter29	0.517893868825392	0.4839530651059589
filter30	0.5162711294271634	0.48499643155430494
filter31	0.5158019147930666	0.4858188004086359
filter32	0.4918932253477153	0.5092352833559238
filter33	0.5106631638711054	0.4904377764387073
filter34	0.5145428099388036	0.48672636103028366
filter35	0.4759784901889639	0.5266536205527077
filter36	0.5223337497881901	0.4803217706498003
filter37	0.4633834532290396	0.5416337728832786
filter38	0.5033033514648838	0.49758245125371175
filter39	0.4596326662945779	0.5475860454086096
filter40	0.4960153531004863	0.5046750098448249
filter41	0.5258779527243117	0.47659159859366945
filter42	0.5179666998182937	0.48348301701642227
filter43	0.4890771598976661	0.5119302587254388
filter44	0.5015982194588211	0.4990416586267521
filter45	0.48286239819667437	0.5188533470819569
filter46	0.48643612591494323	0.5147147262861198
filter47	0.48915014735723583	0.5131482500719456
filter48	0.49057319341570693	0.5103760108701437
filter49	0.49601337900391074	0.5047072254670961
filter50	0.4932199825646844	0.5076225451463104
filter51	0.5214833169257171	0.4803637294849299
filter52	0.4874958511283211	0.5138100093917146
filter53	0.4232265205373953	0.6005345836753748
filter54	0.5205638685062538	0.4811269493726701
filter55	0.5042621989348224	0.49650432297545577
filter56	0.49305601531971377	0.5078766529512322
filter57	0.5161374212274342	0.48511192970479866
filter58	0.5072894663677456	0.4935121628718102
