filter0	1.3685992	-0.07082144	-1.082879
filter1	-0.7959736	-0.18926315	0.5727899
filter2	-0.9934112	-0.051564105	0.68825835
filter3	1.4205602	0.29079473	-1.1995279
filter4	0.24857022	-0.77739966	-0.6547104
filter5	-1.0553931	-0.18268456	0.7868893
filter6	0.0858471	-0.65117955	-0.6956065
filter7	0.009704436	-0.652299	0.012509497
filter8	-0.99985886	0.33635998	0.46619362
filter9	0.04735683	1.2576412	0.07002583
filter10	0.6495896	-0.09363121	-0.5545378
filter11	-0.97166246	-0.345503	0.60998636
filter12	1.3726083	-0.16435443	-1.0450886
filter13	0.65294677	-0.2658322	-0.55704427
filter14	-1.0407985	-0.15518379	0.782676
filter15	0.7906896	-1.0061339	-0.9225388
