filter0	0.24685569477801336	0.3856236402553744	0.5556496950619988
filter1	0.25598044357785216	0.40551428718199073	0.44877816149065475
filter2	0.26125132813146035	0.3887789732413125	0.46012103637039004
filter3	0.24987305540133278	0.40739358240898554	0.47586647717234865
filter4	0.39734376899504237	0.34114796455386515	0.26858500874257835
filter5	0.24281934808968783	0.3800191407588095	0.6060985728772343
filter6	0.24339696142290032	0.38227878593868597	0.595544537977287
filter7	0.33356225578462567	0.36908251689991056	0.32491100484328633
filter8	0.3112999939752155	0.3772434913111975	0.342875090820114
filter9	0.25370887007325427	0.4019139463140702	0.4710569524968084
filter10	0.2618883168481273	0.39910520733551574	0.4386358772512461
filter11	0.3857346038196989	0.3529526727779739	0.26953255114390107
filter12	0.2575029409201647	0.40500662967217893	0.44396915030475265
filter13	0.43453689840415294	0.32704264684849155	0.2490946071176816
filter14	0.47804007560105605	0.3105535937451909	0.2346509760401732
filter15	0.24949934562349668	0.38878422851143046	0.5201353982538003
