motifs	cluster
WT.1_filter0	81
WT.1_filter1	8
WT.1_filter10	5
WT.1_filter100	57
WT.1_filter101	40
WT.1_filter102	27
WT.1_filter103	89
WT.1_filter104	30
WT.1_filter105	13
WT.1_filter106	64
WT.1_filter107	11
WT.1_filter108	19
WT.1_filter109	98
WT.1_filter11	36
WT.1_filter110	81
WT.1_filter111	35
WT.1_filter112	55
WT.1_filter113	34
WT.1_filter114	87
WT.1_filter115	45
WT.1_filter116	61
WT.1_filter117	72
WT.1_filter118	68
WT.1_filter119	78
WT.1_filter12	81
WT.1_filter120	2
WT.1_filter121	41
WT.1_filter122	47
WT.1_filter123	17
WT.1_filter124	34
WT.1_filter125	22
WT.1_filter126	104
WT.1_filter127	9
WT.1_filter13	80
WT.1_filter14	39
WT.1_filter15	58
WT.1_filter16	70
WT.1_filter17	46
WT.1_filter18	56
WT.1_filter19	94
WT.1_filter2	52
WT.1_filter20	58
WT.1_filter21	42
WT.1_filter22	62
WT.1_filter23	54
WT.1_filter24	67
WT.1_filter25	50
WT.1_filter26	108
WT.1_filter27	107
WT.1_filter28	29
WT.1_filter29	44
WT.1_filter3	14
WT.1_filter30	4
WT.1_filter31	46
WT.1_filter32	53
WT.1_filter33	32
WT.1_filter34	92
WT.1_filter35	59
WT.1_filter36	45
WT.1_filter37	102
WT.1_filter38	31
WT.1_filter39	23
WT.1_filter4	83
WT.1_filter40	84
WT.1_filter41	96
WT.1_filter42	28
WT.1_filter43	33
WT.1_filter44	12
WT.1_filter45	100
WT.1_filter46	105
WT.1_filter47	91
WT.1_filter48	93
WT.1_filter49	79
WT.1_filter5	43
WT.1_filter50	7
WT.1_filter51	101
WT.1_filter52	97
WT.1_filter53	110
WT.1_filter54	48
WT.1_filter55	49
WT.1_filter56	51
WT.1_filter57	109
WT.1_filter58	8
WT.1_filter59	81
WT.1_filter6	6
WT.1_filter60	21
WT.1_filter61	20
WT.1_filter62	65
WT.1_filter63	103
WT.1_filter64	76
WT.1_filter65	95
WT.1_filter66	26
WT.1_filter67	15
WT.1_filter68	60
WT.1_filter69	65
WT.1_filter7	24
WT.1_filter70	99
WT.1_filter71	1
WT.1_filter72	1
WT.1_filter73	111
WT.1_filter74	85
WT.1_filter75	88
WT.1_filter76	16
WT.1_filter77	4
WT.1_filter78	1
WT.1_filter79	73
WT.1_filter8	90
WT.1_filter80	100
WT.1_filter81	77
WT.1_filter82	63
WT.1_filter83	10
WT.1_filter84	74
WT.1_filter85	7
WT.1_filter86	38
WT.1_filter87	66
WT.1_filter88	39
WT.1_filter89	71
WT.1_filter9	75
WT.1_filter90	86
WT.1_filter91	65
WT.1_filter92	106
WT.1_filter93	69
WT.1_filter94	67
WT.1_filter95	37
WT.1_filter96	3
WT.1_filter97	18
WT.1_filter98	25
WT.1_filter99	82
