motifs	cluster
WT.1_filter0	56
WT.1_filter1	3
WT.1_filter10	3
WT.1_filter100	39
WT.1_filter101	27
WT.1_filter102	16
WT.1_filter103	62
WT.1_filter104	19
WT.1_filter105	7
WT.1_filter106	44
WT.1_filter107	5
WT.1_filter108	10
WT.1_filter109	67
WT.1_filter11	23
WT.1_filter110	56
WT.1_filter111	22
WT.1_filter112	38
WT.1_filter113	22
WT.1_filter114	61
WT.1_filter115	32
WT.1_filter116	42
WT.1_filter117	50
WT.1_filter118	48
WT.1_filter119	54
WT.1_filter12	56
WT.1_filter120	1
WT.1_filter121	28
WT.1_filter122	33
WT.1_filter123	9
WT.1_filter124	22
WT.1_filter125	12
WT.1_filter126	72
WT.1_filter127	4
WT.1_filter13	55
WT.1_filter14	26
WT.1_filter15	40
WT.1_filter16	49
WT.1_filter17	33
WT.1_filter18	38
WT.1_filter19	66
WT.1_filter2	36
WT.1_filter20	40
WT.1_filter21	29
WT.1_filter22	42
WT.1_filter23	37
WT.1_filter24	47
WT.1_filter25	35
WT.1_filter26	75
WT.1_filter27	74
WT.1_filter28	18
WT.1_filter29	31
WT.1_filter3	7
WT.1_filter30	2
WT.1_filter31	33
WT.1_filter32	36
WT.1_filter33	20
WT.1_filter34	64
WT.1_filter35	41
WT.1_filter36	32
WT.1_filter37	71
WT.1_filter38	19
WT.1_filter39	13
WT.1_filter4	58
WT.1_filter40	59
WT.1_filter41	67
WT.1_filter42	17
WT.1_filter43	21
WT.1_filter44	6
WT.1_filter45	69
WT.1_filter46	73
WT.1_filter47	63
WT.1_filter48	65
WT.1_filter49	54
WT.1_filter5	30
WT.1_filter50	3
WT.1_filter51	70
WT.1_filter52	67
WT.1_filter53	76
WT.1_filter54	34
WT.1_filter55	34
WT.1_filter56	35
WT.1_filter57	75
WT.1_filter58	3
WT.1_filter59	56
WT.1_filter6	3
WT.1_filter60	11
WT.1_filter61	10
WT.1_filter62	45
WT.1_filter63	71
WT.1_filter64	53
WT.1_filter65	66
WT.1_filter66	15
WT.1_filter67	8
WT.1_filter68	41
WT.1_filter69	45
WT.1_filter7	14
WT.1_filter70	68
WT.1_filter71	1
WT.1_filter72	1
WT.1_filter73	77
WT.1_filter74	60
WT.1_filter75	61
WT.1_filter76	8
WT.1_filter77	2
WT.1_filter78	1
WT.1_filter79	50
WT.1_filter8	62
WT.1_filter80	69
WT.1_filter81	53
WT.1_filter82	43
WT.1_filter83	4
WT.1_filter84	51
WT.1_filter85	3
WT.1_filter86	25
WT.1_filter87	46
WT.1_filter88	26
WT.1_filter89	49
WT.1_filter9	52
WT.1_filter90	60
WT.1_filter91	45
WT.1_filter92	73
WT.1_filter93	48
WT.1_filter94	47
WT.1_filter95	24
WT.1_filter96	1
WT.1_filter97	9
WT.1_filter98	14
WT.1_filter99	57
