filter0	0.92621595
filter1	-1.110368
filter2	0.9255398
filter3	0.8592127
filter4	-0.913865
filter5	-1.212587
filter6	0.9713627
filter7	0.9063062
filter8	0.9278579
filter9	-1.0309503
filter10	0.9613576
filter11	-0.811305
filter12	1.0761353
filter13	-0.98042756
filter14	-1.2042526
filter15	-0.8830334
