filter0	-1.166926
filter1	-0.9327053
filter2	-1.1786072
filter3	0.9362391
filter4	-0.8253406
filter5	1.2084546
filter6	1.0852548
filter7	1.0634868
filter8	-0.9028687
filter9	1.05441
filter10	0.95729685
filter11	-1.1804872
filter12	-0.9517915
filter13	-0.9455036
filter14	-1.0999398
filter15	0.8689781
filter16	-0.83301896
filter17	0.9428693
filter18	-0.87216693
filter19	-0.7560897
filter20	0.8688575
filter21	0.94243234
filter22	1.013041
filter23	-1.0652996
filter24	1.0078579
filter25	0.89032525
filter26	0.9301055
filter27	0.8548977
filter28	-1.1362339
filter29	-1.0754437
filter30	-0.9393553
filter31	-0.8712372
filter32	-1.2494414
filter33	-0.78350353
filter34	0.8591027
filter35	-0.9685554
filter36	1.4024695
filter37	1.0759099
filter38	1.0673909
filter39	0.9422358
filter40	-0.95090574
filter41	-0.8455078
filter42	-0.947052
filter43	-1.0215904
filter44	0.8326521
filter45	1.0274087
filter46	-0.91888493
filter47	-0.99783546
filter48	1.0836451
filter49	1.1177868
filter50	1.0975342
filter51	0.8338572
filter52	1.105698
filter53	-0.92982006
filter54	0.999642
filter55	-1.201344
filter56	1.3089315
filter57	1.3687457
filter58	0.9267394
filter59	0.96311367
filter60	0.9752926
filter61	-0.8848518
filter62	-1.0452558
filter63	-0.89573437
