motifs	cluster
T95R.1_filter66	98
T95R.1_filter67	60
T95R.1_filter68	48
T95R.1_filter69	117
T95R.1_filter7	8
T95R.1_filter70	130
T95R.1_filter71	126
T95R.1_filter72	6
T95R.1_filter73	88
T95R.1_filter74	101
T95R.1_filter75	83
T95R.1_filter76	127
T95R.1_filter77	2
T95R.1_filter78	8
T95R.1_filter79	2
T95R.1_filter8	130
T95R.1_filter80	11
T95R.1_filter81	53
T95R.1_filter82	137
T95R.1_filter83	91
T95R.1_filter84	102
T95R.1_filter85	128
T95R.1_filter86	54
T95R.1_filter87	53
T95R.1_filter88	5
T95R.1_filter89	26
T95R.1_filter9	80
T95R.1_filter90	112
T95R.1_filter91	80
T95R.1_filter92	126
T95R.1_filter93	114
T95R.1_filter94	21
T95R.1_filter95	6
T95R.1_filter96	13
T95R.1_filter97	92
T95R.1_filter98	56
T95R.1_filter99	141
WT.1_filter0	2
WT.1_filter1	9
WT.1_filter10	8
WT.1_filter100	108
WT.1_filter101	33
WT.1_filter102	134
WT.1_filter103	81
WT.1_filter104	19
WT.1_filter105	116
WT.1_filter106	132
WT.1_filter107	118
WT.1_filter108	85
WT.1_filter109	99
WT.1_filter11	68
WT.1_filter110	2
WT.1_filter111	65
WT.1_filter112	70
WT.1_filter113	65
WT.1_filter114	78
WT.1_filter115	62
WT.1_filter116	93
WT.1_filter117	55
WT.1_filter118	46
WT.1_filter119	47
WT.1_filter12	2
WT.1_filter120	7
WT.1_filter121	31
WT.1_filter122	90
WT.1_filter123	117
WT.1_filter124	65
WT.1_filter125	22
WT.1_filter126	111
WT.1_filter127	119
WT.1_filter13	42
WT.1_filter14	67
WT.1_filter15	70
WT.1_filter16	129
WT.1_filter17	88
WT.1_filter18	107
WT.1_filter19	91
WT.1_filter2	139
WT.1_filter20	70
WT.1_filter21	50
WT.1_filter22	52
WT.1_filter23	138
WT.1_filter24	44
WT.1_filter25	99
WT.1_filter26	135
WT.1_filter27	136
WT.1_filter28	123
WT.1_filter29	37
WT.1_filter3	116
WT.1_filter30	9
WT.1_filter31	88
WT.1_filter32	142
WT.1_filter33	59
WT.1_filter34	104
WT.1_filter35	106
WT.1_filter36	62
WT.1_filter37	110
WT.1_filter38	19
WT.1_filter39	15
WT.1_filter4	75
WT.1_filter40	34
WT.1_filter41	100
WT.1_filter42	20
WT.1_filter43	115
WT.1_filter44	120
WT.1_filter45	113
WT.1_filter46	71
WT.1_filter47	54
WT.1_filter48	105
WT.1_filter49	47
WT.1_filter5	35
WT.1_filter50	8
WT.1_filter51	95
WT.1_filter52	100
WT.1_filter53	76
WT.1_filter54	13
WT.1_filter55	89
WT.1_filter56	139
WT.1_filter57	127
WT.1_filter58	9
WT.1_filter59	2
WT.1_filter6	8
WT.1_filter60	87
WT.1_filter61	85
WT.1_filter62	60
WT.1_filter63	110
WT.1_filter64	63
WT.1_filter65	103
WT.1_filter66	14
WT.1_filter67	45
WT.1_filter68	125
WT.1_filter69	60
WT.1_filter7	12
WT.1_filter70	101
WT.1_filter71	6
WT.1_filter72	6
WT.1_filter73	109
WT.1_filter74	53
WT.1_filter75	79
WT.1_filter76	121
WT.1_filter77	9
WT.1_filter78	7
WT.1_filter79	55
WT.1_filter8	80
WT.1_filter80	113
WT.1_filter81	36
WT.1_filter82	73
WT.1_filter83	30
WT.1_filter84	18
WT.1_filter85	8
WT.1_filter86	64
WT.1_filter87	28
WT.1_filter88	67
WT.1_filter89	82
WT.1_filter9	38
WT.1_filter90	53
WT.1_filter91	60
WT.1_filter92	72
WT.1_filter93	46
WT.1_filter94	44
WT.1_filter95	69
WT.1_filter96	7
WT.1_filter97	85
WT.1_filter98	12
WT.1_filter99	57
