motifs	cluster
T95R.1_filter75	115
T95R.1_filter76	186
T95R.1_filter77	3
T95R.1_filter78	11
T95R.1_filter79	2
T95R.1_filter8	193
T95R.1_filter80	16
T95R.1_filter81	65
T95R.1_filter82	203
T95R.1_filter83	130
T95R.1_filter84	147
T95R.1_filter85	189
T95R.1_filter86	68
T95R.1_filter87	65
T95R.1_filter88	6
T95R.1_filter89	35
T95R.1_filter9	111
T95R.1_filter90	164
T95R.1_filter91	112
T95R.1_filter92	185
T95R.1_filter93	169
T95R.1_filter94	30
T95R.1_filter95	8
T95R.1_filter96	19
T95R.1_filter97	132
T95R.1_filter98	74
T95R.1_filter99	208
WT.1_filter0	3
WT.1_filter1	13
WT.1_filter10	11
WT.1_filter100	159
WT.1_filter101	42
WT.1_filter102	200
WT.1_filter103	113
WT.1_filter104	27
WT.1_filter105	171
WT.1_filter106	196
WT.1_filter107	175
WT.1_filter108	117
WT.1_filter109	140
WT.1_filter11	92
WT.1_filter110	3
WT.1_filter111	88
WT.1_filter112	94
WT.1_filter113	86
WT.1_filter114	107
WT.1_filter115	82
WT.1_filter116	133
WT.1_filter117	72
WT.1_filter118	56
WT.1_filter119	58
WT.1_filter12	3
WT.1_filter120	9
WT.1_filter121	40
WT.1_filter122	129
WT.1_filter123	174
WT.1_filter124	86
WT.1_filter125	31
WT.1_filter126	163
WT.1_filter127	176
WT.1_filter13	51
WT.1_filter14	91
WT.1_filter15	95
WT.1_filter16	191
WT.1_filter17	122
WT.1_filter18	157
WT.1_filter19	131
WT.1_filter2	205
WT.1_filter20	95
WT.1_filter21	62
WT.1_filter22	64
WT.1_filter23	204
WT.1_filter24	53
WT.1_filter25	141
WT.1_filter26	201
WT.1_filter27	202
WT.1_filter28	181
WT.1_filter29	46
WT.1_filter3	172
WT.1_filter30	14
WT.1_filter31	122
WT.1_filter32	209
WT.1_filter33	77
WT.1_filter34	150
WT.1_filter35	154
WT.1_filter36	82
WT.1_filter37	161
WT.1_filter38	28
WT.1_filter39	22
WT.1_filter4	104
WT.1_filter40	43
WT.1_filter41	142
WT.1_filter42	29
WT.1_filter43	170
WT.1_filter44	177
WT.1_filter45	165
WT.1_filter46	98
WT.1_filter47	69
WT.1_filter48	152
WT.1_filter49	59
WT.1_filter5	44
WT.1_filter50	11
WT.1_filter51	136
WT.1_filter52	143
WT.1_filter53	105
WT.1_filter54	20
WT.1_filter55	128
WT.1_filter56	206
WT.1_filter57	187
WT.1_filter58	13
WT.1_filter59	3
WT.1_filter6	12
WT.1_filter60	121
WT.1_filter61	118
WT.1_filter62	78
WT.1_filter63	162
WT.1_filter64	83
WT.1_filter65	148
WT.1_filter66	21
WT.1_filter67	55
WT.1_filter68	184
WT.1_filter69	78
WT.1_filter7	17
WT.1_filter70	145
WT.1_filter71	7
WT.1_filter72	7
WT.1_filter73	160
WT.1_filter74	66
WT.1_filter75	108
WT.1_filter76	179
WT.1_filter77	14
WT.1_filter78	9
WT.1_filter79	71
WT.1_filter8	110
WT.1_filter80	165
WT.1_filter81	45
WT.1_filter82	101
WT.1_filter83	39
WT.1_filter84	26
WT.1_filter85	11
WT.1_filter86	85
WT.1_filter87	37
WT.1_filter88	91
WT.1_filter89	114
WT.1_filter9	47
WT.1_filter90	65
WT.1_filter91	78
WT.1_filter92	99
WT.1_filter93	57
WT.1_filter94	53
WT.1_filter95	93
WT.1_filter96	10
WT.1_filter97	119
WT.1_filter98	18
WT.1_filter99	75
