motifs	cluster
T95R.1_filter0	1
T95R.1_filter1	22
T95R.1_filter10	119
T95R.1_filter100	56
T95R.1_filter101	30
T95R.1_filter102	63
T95R.1_filter103	58
T95R.1_filter104	48
T95R.1_filter105	137
T95R.1_filter106	137
T95R.1_filter107	1
T95R.1_filter108	34
T95R.1_filter109	110
T95R.1_filter11	69
T95R.1_filter110	28
T95R.1_filter111	71
T95R.1_filter112	46
T95R.1_filter113	73
T95R.1_filter114	91
T95R.1_filter115	160
T95R.1_filter116	7
T95R.1_filter117	12
T95R.1_filter118	77
T95R.1_filter119	149
T95R.1_filter12	5
T95R.1_filter120	71
T95R.1_filter121	3
T95R.1_filter122	122
T95R.1_filter123	74
T95R.1_filter124	44
T95R.1_filter125	3
T95R.1_filter126	155
T95R.1_filter127	71
T95R.1_filter13	1
T95R.1_filter14	186
T95R.1_filter15	89
T95R.1_filter16	92
T95R.1_filter17	74
T95R.1_filter18	3
T95R.1_filter19	85
T95R.1_filter2	98
T95R.1_filter20	4
T95R.1_filter21	139
T95R.1_filter22	32
T95R.1_filter23	174
T95R.1_filter24	85
T95R.1_filter25	104
T95R.1_filter26	135
T95R.1_filter27	178
T95R.1_filter28	2
T95R.1_filter29	176
T95R.1_filter3	45
T95R.1_filter30	79
T95R.1_filter31	111
T95R.1_filter32	20
T95R.1_filter33	112
T95R.1_filter34	103
T95R.1_filter35	4
T95R.1_filter36	84
T95R.1_filter37	168
T95R.1_filter38	173
T95R.1_filter39	2
T95R.1_filter4	147
T95R.1_filter40	95
T95R.1_filter41	121
T95R.1_filter42	169
T95R.1_filter43	133
T95R.1_filter44	50
T95R.1_filter45	76
T95R.1_filter46	37
T95R.1_filter47	61
T95R.1_filter48	162
T95R.1_filter49	107
T95R.1_filter5	148
T95R.1_filter50	130
T95R.1_filter51	80
T95R.1_filter52	163
T95R.1_filter53	82
T95R.1_filter54	177
T95R.1_filter55	21
T95R.1_filter56	158
T95R.1_filter57	29
T95R.1_filter58	66
T95R.1_filter59	7
T95R.1_filter6	86
T95R.1_filter60	2
T95R.1_filter61	109
T95R.1_filter62	119
T95R.1_filter63	10
T95R.1_filter64	136
T95R.1_filter65	71
T95R.1_filter66	123
T95R.1_filter67	72
T95R.1_filter68	55
T95R.1_filter69	153
T95R.1_filter7	9
T95R.1_filter70	171
T95R.1_filter71	165
T95R.1_filter72	7
T95R.1_filter73	109
T95R.1_filter74	128
T95R.1_filter75	103
T95R.1_filter76	166
T95R.1_filter77	3
T95R.1_filter78	9
T95R.1_filter79	2
T95R.1_filter8	172
T95R.1_filter80	13
T95R.1_filter81	60
T95R.1_filter82	182
T95R.1_filter83	115
T95R.1_filter84	131
T95R.1_filter85	168
T95R.1_filter86	61
T95R.1_filter87	60
T95R.1_filter88	6
T95R.1_filter89	31
T95R.1_filter9	99
T95R.1_filter90	145
T95R.1_filter91	100
T95R.1_filter92	165
T95R.1_filter93	150
T95R.1_filter94	26
T95R.1_filter95	7
T95R.1_filter96	16
T95R.1_filter97	117
T95R.1_filter98	67
T95R.1_filter99	187
WT.1_filter0	3
WT.1_filter1	10
WT.1_filter10	9
WT.1_filter100	140
WT.1_filter101	38
WT.1_filter102	179
WT.1_filter103	101
WT.1_filter104	24
WT.1_filter105	152
WT.1_filter106	175
WT.1_filter107	155
WT.1_filter108	105
WT.1_filter109	124
WT.1_filter11	82
WT.1_filter110	3
WT.1_filter111	78
WT.1_filter112	84
WT.1_filter113	77
WT.1_filter114	96
WT.1_filter115	74
WT.1_filter116	118
WT.1_filter117	65
WT.1_filter118	52
WT.1_filter119	53
WT.1_filter12	3
WT.1_filter120	8
WT.1_filter121	36
WT.1_filter122	114
WT.1_filter123	154
WT.1_filter124	77
WT.1_filter125	27
WT.1_filter126	144
WT.1_filter127	156
WT.1_filter13	47
WT.1_filter14	81
WT.1_filter15	85
WT.1_filter16	170
WT.1_filter17	109
WT.1_filter18	138
WT.1_filter19	116
WT.1_filter2	184
WT.1_filter20	85
WT.1_filter21	57
WT.1_filter22	59
WT.1_filter23	183
WT.1_filter24	49
WT.1_filter25	125
WT.1_filter26	180
WT.1_filter27	181
WT.1_filter28	161
WT.1_filter29	42
WT.1_filter3	152
WT.1_filter30	11
WT.1_filter31	109
WT.1_filter32	188
WT.1_filter33	70
WT.1_filter34	134
WT.1_filter35	136
WT.1_filter36	74
WT.1_filter37	142
WT.1_filter38	24
WT.1_filter39	19
WT.1_filter4	93
WT.1_filter40	39
WT.1_filter41	126
WT.1_filter42	25
WT.1_filter43	151
WT.1_filter44	157
WT.1_filter45	146
WT.1_filter46	87
WT.1_filter47	62
WT.1_filter48	135
WT.1_filter49	54
WT.1_filter5	40
WT.1_filter50	9
WT.1_filter51	120
WT.1_filter52	127
WT.1_filter53	94
WT.1_filter54	17
WT.1_filter55	113
WT.1_filter56	185
WT.1_filter57	167
WT.1_filter58	10
WT.1_filter59	3
WT.1_filter6	9
WT.1_filter60	108
WT.1_filter61	105
WT.1_filter62	71
WT.1_filter63	143
WT.1_filter64	75
WT.1_filter65	132
WT.1_filter66	18
WT.1_filter67	51
WT.1_filter68	164
WT.1_filter69	71
WT.1_filter7	14
WT.1_filter70	129
WT.1_filter71	7
WT.1_filter72	7
WT.1_filter73	141
WT.1_filter74	60
WT.1_filter75	97
WT.1_filter76	159
WT.1_filter77	11
WT.1_filter78	8
WT.1_filter79	64
WT.1_filter8	98
WT.1_filter80	146
WT.1_filter81	41
WT.1_filter82	90
WT.1_filter83	35
WT.1_filter84	23
WT.1_filter85	9
WT.1_filter86	76
WT.1_filter87	33
WT.1_filter88	81
WT.1_filter89	102
WT.1_filter9	43
WT.1_filter90	60
WT.1_filter91	71
WT.1_filter92	88
WT.1_filter93	52
WT.1_filter94	49
WT.1_filter95	83
WT.1_filter96	8
WT.1_filter97	106
WT.1_filter98	15
WT.1_filter99	68
