motifs	cluster
WT.1_filter52	151
WT.1_filter53	113
WT.1_filter54	23
WT.1_filter55	136
WT.1_filter56	217
WT.1_filter57	198
WT.1_filter58	16
WT.1_filter59	3
WT.1_filter6	15
WT.1_filter60	129
WT.1_filter61	126
WT.1_filter62	83
WT.1_filter63	170
WT.1_filter64	88
WT.1_filter65	156
WT.1_filter66	24
WT.1_filter67	59
WT.1_filter68	194
WT.1_filter69	83
WT.1_filter7	20
WT.1_filter70	153
WT.1_filter71	8
WT.1_filter72	8
WT.1_filter73	168
WT.1_filter74	71
WT.1_filter75	116
WT.1_filter76	189
WT.1_filter77	17
WT.1_filter78	11
WT.1_filter79	76
WT.1_filter8	118
WT.1_filter80	174
WT.1_filter81	48
WT.1_filter82	109
WT.1_filter83	42
WT.1_filter84	29
WT.1_filter85	13
WT.1_filter86	90
WT.1_filter87	40
WT.1_filter88	97
WT.1_filter89	122
WT.1_filter9	50
WT.1_filter90	70
WT.1_filter91	83
WT.1_filter92	107
WT.1_filter93	61
WT.1_filter94	57
WT.1_filter95	100
WT.1_filter96	12
WT.1_filter97	127
WT.1_filter98	21
WT.1_filter99	80
