motifs	cluster
T95R.1_filter63	20
T95R.1_filter64	169
T95R.1_filter65	89
T95R.1_filter66	155
T95R.1_filter67	91
T95R.1_filter68	69
T95R.1_filter69	190
T95R.1_filter7	17
T95R.1_filter70	211
T95R.1_filter71	203
T95R.1_filter72	12
T95R.1_filter73	139
T95R.1_filter74	160
T95R.1_filter75	130
T95R.1_filter76	205
T95R.1_filter77	5
T95R.1_filter78	17
T95R.1_filter79	3
T95R.1_filter8	212
T95R.1_filter80	24
T95R.1_filter81	74
T95R.1_filter82	222
T95R.1_filter83	146
T95R.1_filter84	163
T95R.1_filter85	208
T95R.1_filter86	78
T95R.1_filter87	74
T95R.1_filter88	10
T95R.1_filter89	43
T95R.1_filter9	126
T95R.1_filter90	180
T95R.1_filter91	127
T95R.1_filter92	204
T95R.1_filter93	186
T95R.1_filter94	38
T95R.1_filter95	13
T95R.1_filter96	27
T95R.1_filter97	148
T95R.1_filter98	84
T95R.1_filter99	227
WT.1_filter0	7
WT.1_filter1	20
WT.1_filter10	18
WT.1_filter100	175
WT.1_filter101	50
WT.1_filter102	219
WT.1_filter103	128
WT.1_filter104	35
WT.1_filter105	188
WT.1_filter106	215
WT.1_filter107	193
WT.1_filter108	132
WT.1_filter109	156
WT.1_filter11	105
WT.1_filter110	6
WT.1_filter111	99
WT.1_filter112	108
WT.1_filter113	97
WT.1_filter114	122
WT.1_filter115	93
WT.1_filter116	149
WT.1_filter117	82
WT.1_filter118	65
WT.1_filter119	67
WT.1_filter12	5
WT.1_filter120	14
WT.1_filter121	48
WT.1_filter122	145
WT.1_filter123	191
WT.1_filter124	97
WT.1_filter125	39
WT.1_filter126	179
WT.1_filter127	194
WT.1_filter13	59
WT.1_filter14	102
WT.1_filter15	109
WT.1_filter16	210
WT.1_filter17	137
WT.1_filter18	173
WT.1_filter19	147
WT.1_filter2	224
WT.1_filter20	109
WT.1_filter21	71
WT.1_filter22	73
WT.1_filter23	223
WT.1_filter24	61
WT.1_filter25	157
WT.1_filter26	220
WT.1_filter27	221
WT.1_filter28	199
WT.1_filter29	54
WT.1_filter3	189
WT.1_filter30	21
WT.1_filter31	138
WT.1_filter32	228
WT.1_filter33	87
WT.1_filter34	166
WT.1_filter35	170
WT.1_filter36	93
WT.1_filter37	177
WT.1_filter38	36
WT.1_filter39	30
WT.1_filter4	119
WT.1_filter40	51
WT.1_filter41	158
WT.1_filter42	37
WT.1_filter43	187
WT.1_filter44	195
WT.1_filter45	181
WT.1_filter46	113
WT.1_filter47	79
WT.1_filter48	168
WT.1_filter49	68
WT.1_filter5	52
WT.1_filter50	17
WT.1_filter51	152
WT.1_filter52	159
WT.1_filter53	120
WT.1_filter54	28
WT.1_filter55	144
WT.1_filter56	225
WT.1_filter57	206
WT.1_filter58	20
WT.1_filter59	5
WT.1_filter6	19
WT.1_filter60	136
WT.1_filter61	133
WT.1_filter62	89
WT.1_filter63	178
WT.1_filter64	94
WT.1_filter65	164
WT.1_filter66	29
WT.1_filter67	64
WT.1_filter68	202
WT.1_filter69	89
WT.1_filter7	25
WT.1_filter70	161
WT.1_filter71	11
WT.1_filter72	11
WT.1_filter73	176
WT.1_filter74	76
WT.1_filter75	123
WT.1_filter76	197
WT.1_filter77	22
WT.1_filter78	15
WT.1_filter79	81
WT.1_filter8	125
WT.1_filter80	182
WT.1_filter81	53
WT.1_filter82	116
WT.1_filter83	47
WT.1_filter84	34
WT.1_filter85	17
WT.1_filter86	96
WT.1_filter87	45
WT.1_filter88	103
WT.1_filter89	129
WT.1_filter9	55
WT.1_filter90	75
WT.1_filter91	88
WT.1_filter92	114
WT.1_filter93	66
WT.1_filter94	62
WT.1_filter95	106
WT.1_filter96	16
WT.1_filter97	134
WT.1_filter98	26
WT.1_filter99	85
