filter0	0.4050790794757359
filter1	0.48899751907786326
filter2	0.4131915034807964
filter3	0.6611375815529013
filter4	0.515557647504457
filter5	0.45611872071800325
filter6	0.5430845956490001
filter7	0.5109909266313061
filter8	0.4685315473055886
filter9	0.6597882905411813
filter10	0.6478448419595131
filter11	0.6342465793137522
filter12	0.48143772380501393
filter13	0.4774956688339842
filter14	0.5152621384006574
filter15	0.43476311386502714
filter16	0.40644809755974826
filter17	0.46409532712920404
filter18	0.40501718731213576
filter19	0.49248835556474635
filter20	0.44961412428112224
filter21	0.5115350682126287
filter22	0.579708212015406
filter23	0.6763059951449785
filter24	0.5402277244866271
filter25	0.6623144395966554
filter26	0.487014771703832
filter27	0.47243295686346387
filter28	0.519350272958453
filter29	0.44640140659324795
filter30	0.504931234684736
filter31	0.6525446924331788
filter32	0.41872064188587016
filter33	0.4871162377252698
filter34	0.4717144849745951
filter35	0.470638192958377
filter36	0.4755225104483643
filter37	0.5039313486988998
filter38	0.5706104320521718
filter39	0.4810911031839141
filter40	0.40769959796799715
filter41	0.4694348476618307
filter42	0.5080222210768823
filter43	0.6332059315255006
filter44	0.4763193972166177
filter45	0.661458647849381
filter46	0.4853473558626671
filter47	0.5197909403316282
filter48	0.5171531314308077
filter49	0.4833464875816966
filter50	0.532974044045399
filter51	0.4697166053744748
filter52	0.5517597025103008
filter53	0.4169876893764311
filter54	0.40604636710991343
filter55	0.4355519383198579
filter56	0.4362725280660392
filter57	0.5193489850118941
filter58	0.4433909313202398
filter59	0.510060836201992
filter60	0.4861083813205685
filter61	0.7042055703341442
filter62	0.5328366333182784
filter63	0.4424699214284538
