Id	IRF4	SPI1
7151	0.8996452689170837	0.10178235918283463
8026	0.8284775614738464	0.17414690554141998
4071	0.5267173051834106	0.47730159759521484
10692	0.4563143253326416	0.5473308563232422
18355	0.6471409201622009	0.35641175508499146
27355	0.4715278148651123	0.5323710441589355
569	0.5984129309654236	0.40531983971595764
22260	0.23616141080856323	0.7677617073059082
16158	0.10816141963005066	0.8933849930763245
7364	0.3974614441394806	0.606633186340332
19238	0.8060329556465149	0.19627797603607178
42442	0.14974844455718994	0.8521967530250549
7046	0.7731338143348694	0.2295597940683365
5982	0.7881585359573364	0.21481239795684814
42066	0.6391977071762085	0.36459651589393616
6399	0.5106719732284546	0.493062824010849
25956	0.39656129479408264	0.6074152588844299
27382	0.46978381276130676	0.53415447473526
6827	0.0922926515340805	0.9090813398361206
11985	0.7629852294921875	0.23994560539722443
20841	0.9510000944137573	0.04986325278878212
19151	0.03989214450120926	0.9607162475585938
20900	0.09356221556663513	0.9078658819198608
4543	0.7836811542510986	0.21904926002025604
15119	0.5165648460388184	0.48749786615371704
5319	0.2306329905986786	0.7719499468803406
16308	0.40151268243789673	0.6023604869842529
20940	0.6374331712722778	0.3662211000919342
16402	0.8598029613494873	0.14222490787506104
8524	0.4741957485675812	0.5294745564460754
17159	0.06189924106001854	0.9390760064125061
3338	0.5999364852905273	0.4040220081806183
12969	0.77927565574646	0.22380071878433228
10171	0.26506394147872925	0.7377809286117554
175	0.05202174559235573	0.9487956762313843
2570	0.13863453269004822	0.8635755777359009
24867	0.30540117621421814	0.6980867385864258
5386	0.7511529922485352	0.25176241993904114
5491	0.8363898396492004	0.16607044637203217
20323	0.7168827056884766	0.2863292694091797
36033	0.12286678701639175	0.8789583444595337
12167	0.6940919160842896	0.3092392683029175
15428	0.4280880093574524	0.5762449502944946
26119	0.5924957394599915	0.41168642044067383
27791	0.5423460602760315	0.4614962339401245
18074	0.8279128670692444	0.17446273565292358
26388	0.4961335361003876	0.5078223347663879
24893	0.018865762278437614	0.9814419150352478
9210	0.5505622625350952	0.45309126377105713
24274	0.7259547710418701	0.2781630754470825
25412	0.4226578176021576	0.58115553855896
16040	0.710684597492218	0.2926650643348694
31163	0.07579118013381958	0.9255110025405884
7310	0.8790602087974548	0.122873455286026
8162	0.7404203414916992	0.2625705897808075
2712	0.548970103263855	0.4550494849681854
1145	0.19009989500045776	0.812293529510498
1779	0.4640214741230011	0.5398434400558472
28423	0.6107720732688904	0.3936331272125244
14852	0.24068619310855865	0.762505292892456
32685	0.46492132544517517	0.5390305519104004
395	0.8736317157745361	0.12823735177516937
40412	0.6787577271461487	0.3251100182533264
16352	0.6224353909492493	0.3810422718524933
34278	0.44885653257369995	0.5556390881538391
35321	0.2563956379890442	0.7466186881065369
38904	0.22883380949497223	0.7739476561546326
36968	0.5746718645095825	0.429170697927475
12350	0.4180949926376343	0.5858834385871887
18713	0.19873297214508057	0.8036306500434875
5892	0.050602421164512634	0.9502665400505066
29527	0.49998748302459717	0.5045329928398132
9957	0.8419532775878906	0.16024290025234222
16369	0.2906799912452698	0.7127428650856018
2503	0.8194159865379333	0.18357039988040924
13840	0.5977224707603455	0.40586721897125244
16759	0.8759733438491821	0.12564431130886078
33081	0.05942144989967346	0.9415665864944458
30444	0.894055962562561	0.10778305679559708
30530	0.9070646166801453	0.09422144293785095
24	0.5071682333946228	0.4970528483390808
17600	0.5193179249763489	0.4843047559261322
35970	0.6907237768173218	0.3125077486038208
5934	0.3056405782699585	0.6975805163383484
12384	0.7101238369941711	0.2936180830001831
5296	0.9288291335105896	0.07242908328771591
2860	0.6847436428070068	0.31860843300819397
3504	0.5767881870269775	0.4270414710044861
730	0.7128226161003113	0.290520578622818
1715	0.8142455816268921	0.18813392519950867
22627	0.3008689284324646	0.7026525735855103
736	0.23109960556030273	0.7716068029403687
8412	0.7291829586029053	0.27409327030181885
40294	0.016263868659734726	0.9839637875556946
13223	0.03869563341140747	0.961824893951416
17929	0.8050576448440552	0.19778978824615479
15348	0.47752243280410767	0.5267171263694763
42741	0.4242618978023529	0.5797741413116455
10356	0.55250483751297	0.4516681134700775
25332	0.7679806351661682	0.2349693775177002
10569	0.6161965727806091	0.38770216703414917
14772	0.5912757515907288	0.41267523169517517
21824	0.733245313167572	0.26976174116134644
18509	0.7308846116065979	0.2720299959182739
37172	0.6505174040794373	0.35322579741477966
33831	0.48116210103034973	0.522792398929596
30449	0.38039958477020264	0.6231660842895508
12404	0.10252128541469574	0.8989986777305603
3533	0.0851675271987915	0.9161549806594849
5189	0.7633403539657593	0.23956286907196045
15568	0.7547999620437622	0.2482525259256363
9515	0.6255053281784058	0.3786499500274658
32644	0.3072282373905182	0.6963480710983276
10140	0.8650913834571838	0.13689453899860382
13032	0.6062886714935303	0.39803045988082886
9331	0.30923008918762207	0.6945969462394714
30454	0.6184040904045105	0.385803759098053
1636	0.17412413656711578	0.8283637166023254
26616	0.18918795883655548	0.8130375742912292
28883	0.48578447103500366	0.5183762311935425
9191	0.7349599599838257	0.2682947814464569
17298	0.24564877152442932	0.7569813132286072
20696	0.8502987623214722	0.15186655521392822
24443	0.6176716089248657	0.38686874508857727
21182	0.8487660884857178	0.15331436693668365
