filter0	0.8070914	-0.56818914	-0.33381164
filter1	-0.7333701	1.2251867	-0.64009756
filter2	-0.5381827	-0.65995836	1.185747
filter3	0.17792197	-1.2432913	0.93877697
filter4	0.941136	-0.36748835	-0.7240937
filter5	-1.1260022	0.7872195	0.27974266
filter6	0.43319714	-1.0440031	0.5389001
filter7	0.243188	0.6237332	-1.0557169
filter8	-1.2564024	0.63828486	0.53100234
filter9	-1.106114	0.48961037	0.5654246
filter10	0.50452	-1.2654669	0.65397716
filter11	-0.5389924	-0.8648225	1.3835012
filter12	-0.88614035	-0.13406494	1.0255364
filter13	-0.09833643	0.8675821	-0.921426
filter14	0.8260858	0.06591858	-1.0993745
filter15	0.91443914	-0.16884251	-0.88333607
filter16	-1.13014	0.91387224	0.1243415
filter17	0.12997857	0.9184327	-1.2933953
filter18	-0.9815722	0.00632561	0.92898214
filter19	-0.92028344	-0.151532	1.0050159
filter20	-0.5919382	0.98592067	-0.5241794
filter21	-0.88549787	0.06507543	0.7771745
filter22	0.871526	-0.34950763	-0.6689349
filter23	0.6034858	-0.9039709	0.18876204
filter24	0.25123972	-0.94966793	0.64578843
filter25	0.547605	-0.08445504	-0.5649825
filter26	0.47655565	0.25481948	-0.86763614
filter27	0.70418495	-1.1829475	0.36079386
filter28	-0.3209929	-1.0303631	1.2635715
filter29	0.851342	0.15593062	-1.2509391
filter30	-0.30706692	-0.856072	1.1246226
filter31	-0.44322914	-0.5956255	1.0947678
filter32	-0.95654017	1.1055351	-0.2499034
filter33	0.37131304	0.49490345	-1.0633998
filter34	1.1623948	-1.103526	-0.19192336
filter35	1.1936179	-1.0122844	-0.32456306
filter36	0.82977134	0.23073418	-1.278647
filter37	0.47102058	0.45168644	-1.0804676
filter38	-0.21153504	-1.0682805	1.2952443
filter39	-0.29781532	-0.651823	0.93683773
filter40	-0.61708057	0.94974226	-0.44215026
filter41	0.28799778	0.45226756	-0.90069324
filter42	1.0307716	-0.8540236	-0.3556454
filter43	-1.0042614	-0.04163757	1.0085019
filter44	1.2227627	-0.594956	-0.8105486
filter45	-1.0765531	0.7404583	0.30086768
filter46	0.97769594	-0.9669249	-0.08510101
filter47	0.5682248	-1.064602	0.42375317
filter48	1.1391491	-1.0690014	-0.19251882
filter49	0.14646424	0.7901081	-1.111858
filter50	1.0069737	-0.9055103	-0.21726523
filter51	-1.0475986	1.4194804	-0.5263205
filter52	-0.90318984	0.27559537	0.567687
filter53	0.361209	-0.93761164	0.527261
filter54	-1.126259	0.34696674	0.7070648
filter55	0.14153364	0.6421599	-0.95803374
filter56	-0.8771469	0.9189854	-0.14095643
filter57	-0.4376988	-0.71141404	1.144131
filter58	-0.15635109	1.1937947	-1.2010443
filter59	-0.17332928	0.9100978	-0.87899095
filter60	0.3261747	0.72395843	-1.272191
filter61	0.43280143	-1.1464407	0.62264156
filter62	-0.47700298	-0.5475161	1.0166453
filter63	-0.73431414	-0.32216546	1.1109487
