motifs	cluster
T95R.1_filter0	1
T95R.1_filter1	10
T95R.1_filter10	93
T95R.1_filter100	108
T95R.1_filter101	91
T95R.1_filter102	44
T95R.1_filter103	60
T95R.1_filter104	36
T95R.1_filter105	70
T95R.1_filter106	71
T95R.1_filter107	1
T95R.1_filter108	58
T95R.1_filter109	85
T95R.1_filter11	17
T95R.1_filter110	101
T95R.1_filter111	25
T95R.1_filter112	61
T95R.1_filter113	92
T95R.1_filter114	89
T95R.1_filter115	37
T95R.1_filter116	8
T95R.1_filter117	66
T95R.1_filter118	38
T95R.1_filter119	28
T95R.1_filter12	6
T95R.1_filter120	24
T95R.1_filter121	4
T95R.1_filter122	74
T95R.1_filter123	23
T95R.1_filter124	40
T95R.1_filter125	3
T95R.1_filter126	75
T95R.1_filter127	24
T95R.1_filter13	1
T95R.1_filter14	56
T95R.1_filter15	48
T95R.1_filter16	90
T95R.1_filter17	23
T95R.1_filter18	4
T95R.1_filter19	13
T95R.1_filter2	43
T95R.1_filter20	5
T95R.1_filter21	72
T95R.1_filter22	15
T95R.1_filter23	99
T95R.1_filter24	14
T95R.1_filter25	62
T95R.1_filter26	87
T95R.1_filter27	34
T95R.1_filter28	2
T95R.1_filter29	95
T95R.1_filter3	39
T95R.1_filter30	103
T95R.1_filter31	86
T95R.1_filter32	18
T95R.1_filter33	96
T95R.1_filter34	79
T95R.1_filter35	5
T95R.1_filter36	13
T95R.1_filter37	50
T95R.1_filter38	35
T95R.1_filter39	2
T95R.1_filter4	81
T95R.1_filter40	45
T95R.1_filter41	100
T95R.1_filter42	77
T95R.1_filter43	63
T95R.1_filter44	59
T95R.1_filter45	106
T95R.1_filter46	12
T95R.1_filter47	21
T95R.1_filter48	54
T95R.1_filter49	97
T95R.1_filter5	82
T95R.1_filter50	52
T95R.1_filter51	104
T95R.1_filter52	55
T95R.1_filter53	107
T95R.1_filter54	98
T95R.1_filter55	19
T95R.1_filter56	68
T95R.1_filter57	102
T95R.1_filter58	46
T95R.1_filter59	8
T95R.1_filter6	73
T95R.1_filter60	2
T95R.1_filter61	83
T95R.1_filter62	94
T95R.1_filter63	11
T95R.1_filter64	88
T95R.1_filter65	24
T95R.1_filter66	76
T95R.1_filter67	26
T95R.1_filter68	69
T95R.1_filter69	109
T95R.1_filter7	11
T95R.1_filter70	32
T95R.1_filter71	27
T95R.1_filter72	8
T95R.1_filter73	84
T95R.1_filter74	30
T95R.1_filter75	79
T95R.1_filter76	31
T95R.1_filter77	3
T95R.1_filter78	11
T95R.1_filter79	2
T95R.1_filter8	33
T95R.1_filter80	67
T95R.1_filter81	20
T95R.1_filter82	105
T95R.1_filter83	49
T95R.1_filter84	53
T95R.1_filter85	51
T95R.1_filter86	22
T95R.1_filter87	20
T95R.1_filter88	7
T95R.1_filter89	16
T95R.1_filter9	41
T95R.1_filter90	64
T95R.1_filter91	42
T95R.1_filter92	27
T95R.1_filter93	29
T95R.1_filter94	65
T95R.1_filter95	9
T95R.1_filter96	78
T95R.1_filter97	80
T95R.1_filter98	47
T95R.1_filter99	57
