motifs	cluster
T95R.1_filter0	1
T95R.1_filter1	11
T95R.1_filter10	97
T95R.1_filter100	112
T95R.1_filter101	95
T95R.1_filter102	48
T95R.1_filter103	64
T95R.1_filter104	40
T95R.1_filter105	74
T95R.1_filter106	75
T95R.1_filter107	1
T95R.1_filter108	62
T95R.1_filter109	89
T95R.1_filter11	20
T95R.1_filter110	105
T95R.1_filter111	28
T95R.1_filter112	65
T95R.1_filter113	96
T95R.1_filter114	93
T95R.1_filter115	41
T95R.1_filter116	8
T95R.1_filter117	70
T95R.1_filter118	42
T95R.1_filter119	32
T95R.1_filter12	6
T95R.1_filter120	27
T95R.1_filter121	4
T95R.1_filter122	78
T95R.1_filter123	26
T95R.1_filter124	44
T95R.1_filter125	3
T95R.1_filter126	79
T95R.1_filter127	27
T95R.1_filter13	1
T95R.1_filter14	60
T95R.1_filter15	52
T95R.1_filter16	94
T95R.1_filter17	26
T95R.1_filter18	4
T95R.1_filter19	15
T95R.1_filter2	47
T95R.1_filter20	5
T95R.1_filter21	76
T95R.1_filter22	18
T95R.1_filter23	103
T95R.1_filter24	17
T95R.1_filter25	66
T95R.1_filter26	91
T95R.1_filter27	38
T95R.1_filter28	2
T95R.1_filter29	99
T95R.1_filter3	43
T95R.1_filter30	107
T95R.1_filter31	90
T95R.1_filter32	21
T95R.1_filter33	100
T95R.1_filter34	83
T95R.1_filter35	5
T95R.1_filter36	16
T95R.1_filter37	54
T95R.1_filter38	39
T95R.1_filter39	2
T95R.1_filter4	85
T95R.1_filter40	49
T95R.1_filter41	104
T95R.1_filter42	81
T95R.1_filter43	67
T95R.1_filter44	63
T95R.1_filter45	110
T95R.1_filter46	14
T95R.1_filter47	24
T95R.1_filter48	58
T95R.1_filter49	101
T95R.1_filter5	86
T95R.1_filter50	56
T95R.1_filter51	108
T95R.1_filter52	59
T95R.1_filter53	111
T95R.1_filter54	102
T95R.1_filter55	22
T95R.1_filter56	72
T95R.1_filter57	106
T95R.1_filter58	50
T95R.1_filter59	8
T95R.1_filter6	77
T95R.1_filter60	2
T95R.1_filter61	87
T95R.1_filter62	98
T95R.1_filter63	13
T95R.1_filter64	92
T95R.1_filter65	27
T95R.1_filter66	80
T95R.1_filter67	29
T95R.1_filter68	73
T95R.1_filter69	113
T95R.1_filter7	12
T95R.1_filter70	36
T95R.1_filter71	30
T95R.1_filter72	9
T95R.1_filter73	88
T95R.1_filter74	34
T95R.1_filter75	83
T95R.1_filter76	35
T95R.1_filter77	3
T95R.1_filter78	12
T95R.1_filter79	2
T95R.1_filter8	37
T95R.1_filter80	71
T95R.1_filter81	23
T95R.1_filter82	109
T95R.1_filter83	53
T95R.1_filter84	57
T95R.1_filter85	55
T95R.1_filter86	25
T95R.1_filter87	23
T95R.1_filter88	7
T95R.1_filter89	19
T95R.1_filter9	45
T95R.1_filter90	68
T95R.1_filter91	46
T95R.1_filter92	31
T95R.1_filter93	33
T95R.1_filter94	69
T95R.1_filter95	10
T95R.1_filter96	82
T95R.1_filter97	84
T95R.1_filter98	51
T95R.1_filter99	61
