motifs	cluster
filter0	71
filter1	5
filter10	4
filter100	48
filter101	33
filter102	22
filter103	78
filter104	25
filter105	10
filter106	55
filter107	8
filter108	15
filter109	87
filter11	29
filter110	71
filter111	28
filter112	47
filter113	28
filter114	76
filter115	38
filter116	52
filter117	62
filter118	59
filter119	68
filter12	71
filter120	2
filter121	34
filter122	40
filter123	13
filter124	28
filter125	17
filter126	93
filter127	6
filter13	70
filter14	32
filter15	49
filter16	60
filter17	39
filter18	47
filter19	83
filter2	45
filter20	49
filter21	35
filter22	53
filter23	46
filter24	58
filter25	43
filter26	97
filter27	96
filter28	24
filter29	37
filter3	10
filter30	3
filter31	39
filter32	45
filter33	26
filter34	81
filter35	50
filter36	38
filter37	91
filter38	25
filter39	18
filter4	73
filter40	74
filter41	85
filter42	23
filter43	27
filter44	9
filter45	89
filter46	94
filter47	80
filter48	82
filter49	69
filter5	36
filter50	5
filter51	90
filter52	86
filter53	99
filter54	41
filter55	42
filter56	44
filter57	98
filter58	5
filter59	71
filter6	4
filter60	16
filter61	15
filter62	56
filter63	92
filter64	66
filter65	84
filter66	21
filter67	11
filter68	51
filter69	56
filter7	19
filter70	88
filter71	1
filter72	1
filter73	100
filter74	75
filter75	77
filter76	12
filter77	3
filter78	1
filter79	63
filter8	79
filter80	89
filter81	67
filter82	54
filter83	7
filter84	64
filter85	5
filter86	31
filter87	57
filter88	32
filter89	61
filter9	65
filter90	75
filter91	56
filter92	95
filter93	59
filter94	58
filter95	30
filter96	2
filter97	14
filter98	20
filter99	72
