motifs	cluster
filter0	85
filter1	9
filter10	6
filter100	59
filter101	42
filter102	28
filter103	93
filter104	31
filter105	14
filter106	66
filter107	12
filter108	20
filter109	102
filter11	37
filter110	85
filter111	36
filter112	57
filter113	35
filter114	91
filter115	47
filter116	63
filter117	75
filter118	71
filter119	81
filter12	84
filter120	3
filter121	43
filter122	49
filter123	18
filter124	35
filter125	23
filter126	109
filter127	10
filter13	83
filter14	40
filter15	60
filter16	73
filter17	48
filter18	58
filter19	98
filter2	54
filter20	60
filter21	44
filter22	64
filter23	56
filter24	69
filter25	52
filter26	113
filter27	112
filter28	30
filter29	46
filter3	15
filter30	5
filter31	48
filter32	55
filter33	33
filter34	96
filter35	61
filter36	47
filter37	107
filter38	32
filter39	24
filter4	87
filter40	88
filter41	100
filter42	29
filter43	34
filter44	13
filter45	104
filter46	110
filter47	95
filter48	97
filter49	82
filter5	45
filter50	8
filter51	106
filter52	101
filter53	115
filter54	50
filter55	51
filter56	53
filter57	114
filter58	9
filter59	84
filter6	7
filter60	22
filter61	21
filter62	67
filter63	108
filter64	79
filter65	99
filter66	27
filter67	16
filter68	62
filter69	67
filter7	25
filter70	103
filter71	1
filter72	1
filter73	116
filter74	89
filter75	92
filter76	17
filter77	5
filter78	2
filter79	76
filter8	94
filter80	105
filter81	80
filter82	65
filter83	11
filter84	77
filter85	8
filter86	39
filter87	68
filter88	41
filter89	74
filter9	78
filter90	90
filter91	67
filter92	111
filter93	72
filter94	70
filter95	38
filter96	4
filter97	19
filter98	26
filter99	86
