motifs	cluster
filter0	1
filter1	3
filter10	45
filter100	51
filter101	44
filter102	19
filter103	28
filter104	15
filter105	36
filter106	36
filter107	1
filter108	27
filter109	42
filter11	6
filter110	48
filter111	10
filter112	29
filter113	44
filter114	43
filter115	16
filter116	3
filter117	34
filter118	17
filter119	12
filter12	2
filter120	10
filter121	1
filter122	38
filter123	9
filter124	18
filter125	1
filter126	38
filter127	10
filter13	1
filter14	26
filter15	22
filter16	43
filter17	9
filter18	1
filter19	5
filter2	19
filter20	2
filter21	37
filter22	6
filter23	47
filter24	5
filter25	30
filter26	43
filter27	14
filter28	1
filter29	46
filter3	17
filter30	49
filter31	42
filter32	7
filter33	46
filter34	40
filter35	2
filter36	5
filter37	23
filter38	14
filter39	1
filter4	41
filter40	20
filter41	47
filter42	39
filter43	31
filter44	27
filter45	50
filter46	4
filter47	8
filter48	25
filter49	46
filter5	41
filter50	24
filter51	49
filter52	25
filter53	50
filter54	46
filter55	7
filter56	35
filter57	48
filter58	21
filter59	3
filter6	37
filter60	1
filter61	42
filter62	45
filter63	4
filter64	43
filter65	10
filter66	38
filter67	10
filter68	35
filter69	51
filter7	4
filter70	13
filter71	11
filter72	3
filter73	42
filter74	12
filter75	40
filter76	12
filter77	1
filter78	4
filter79	1
filter8	13
filter80	34
filter81	8
filter82	49
filter83	22
filter84	24
filter85	23
filter86	8
filter87	8
filter88	2
filter89	6
filter9	19
filter90	32
filter91	19
filter92	11
filter93	12
filter94	33
filter95	3
filter96	39
filter97	40
filter98	21
filter99	26
