motifs	cluster
filter0	1
filter1	11
filter10	97
filter100	112
filter101	95
filter102	48
filter103	64
filter104	40
filter105	74
filter106	75
filter107	1
filter108	62
filter109	89
filter11	20
filter110	105
filter111	28
filter112	65
filter113	96
filter114	93
filter115	41
filter116	8
filter117	70
filter118	42
filter119	32
filter12	6
filter120	27
filter121	4
filter122	78
filter123	26
filter124	44
filter125	3
filter126	79
filter127	27
filter13	1
filter14	60
filter15	52
filter16	94
filter17	26
filter18	4
filter19	15
filter2	47
filter20	5
filter21	76
filter22	18
filter23	103
filter24	17
filter25	66
filter26	91
filter27	38
filter28	2
filter29	99
filter3	43
filter30	107
filter31	90
filter32	21
filter33	100
filter34	83
filter35	5
filter36	16
filter37	54
filter38	39
filter39	2
filter4	85
filter40	49
filter41	104
filter42	81
filter43	67
filter44	63
filter45	110
filter46	14
filter47	24
filter48	58
filter49	101
filter5	86
filter50	56
filter51	108
filter52	59
filter53	111
filter54	102
filter55	22
filter56	72
filter57	106
filter58	50
filter59	8
filter6	77
filter60	2
filter61	87
filter62	98
filter63	13
filter64	92
filter65	27
filter66	80
filter67	29
filter68	73
filter69	113
filter7	12
filter70	36
filter71	30
filter72	9
filter73	88
filter74	34
filter75	83
filter76	35
filter77	3
filter78	12
filter79	2
filter8	37
filter80	71
filter81	23
filter82	109
filter83	53
filter84	57
filter85	55
filter86	25
filter87	23
filter88	7
filter89	19
filter9	45
filter90	68
filter91	46
filter92	31
filter93	33
filter94	69
filter95	10
filter96	82
filter97	84
filter98	51
filter99	61
