motifs	cluster
filter0	1
filter1	8
filter10	85
filter100	99
filter101	83
filter102	39
filter103	54
filter104	32
filter105	64
filter106	64
filter107	1
filter108	52
filter109	77
filter11	15
filter110	92
filter111	21
filter112	55
filter113	84
filter114	81
filter115	33
filter116	7
filter117	60
filter118	34
filter119	24
filter12	5
filter120	21
filter121	3
filter122	67
filter123	20
filter124	36
filter125	3
filter126	68
filter127	21
filter13	1
filter14	50
filter15	43
filter16	82
filter17	20
filter18	3
filter19	11
filter2	38
filter20	4
filter21	65
filter22	13
filter23	90
filter24	12
filter25	56
filter26	79
filter27	30
filter28	2
filter29	86
filter3	35
filter30	94
filter31	78
filter32	16
filter33	87
filter34	72
filter35	4
filter36	11
filter37	45
filter38	31
filter39	2
filter4	74
filter40	40
filter41	91
filter42	70
filter43	57
filter44	53
filter45	97
filter46	10
filter47	19
filter48	48
filter49	88
filter5	75
filter50	46
filter51	95
filter52	49
filter53	98
filter54	89
filter55	17
filter56	62
filter57	93
filter58	41
filter59	7
filter6	66
filter60	2
filter61	76
filter62	85
filter63	9
filter64	80
filter65	21
filter66	69
filter67	22
filter68	63
filter69	100
filter7	9
filter70	28
filter71	23
filter72	7
filter73	76
filter74	26
filter75	72
filter76	27
filter77	3
filter78	9
filter79	2
filter8	29
filter80	61
filter81	18
filter82	96
filter83	44
filter84	47
filter85	45
filter86	19
filter87	18
filter88	6
filter89	14
filter9	37
filter90	58
filter91	37
filter92	23
filter93	25
filter94	59
filter95	7
filter96	71
filter97	73
filter98	42
filter99	51
