motifs	cluster
T95R-WT.1_filter0	258
T95R-WT.1_filter1	80
T95R-WT.1_filter10	100
T95R-WT.1_filter100	164
T95R-WT.1_filter101	8
T95R-WT.1_filter102	50
T95R-WT.1_filter103	59
T95R-WT.1_filter104	65
T95R-WT.1_filter105	72
T95R-WT.1_filter106	230
T95R-WT.1_filter107	335
T95R-WT.1_filter108	332
T95R-WT.1_filter109	308
T95R-WT.1_filter11	200
T95R-WT.1_filter110	190
T95R-WT.1_filter111	26
T95R-WT.1_filter112	155
T95R-WT.1_filter113	251
T95R-WT.1_filter114	76
T95R-WT.1_filter115	282
T95R-WT.1_filter116	195
T95R-WT.1_filter117	337
T95R-WT.1_filter118	201
T95R-WT.1_filter119	202
T95R-WT.1_filter12	250
T95R-WT.1_filter120	206
T95R-WT.1_filter121	132
T95R-WT.1_filter122	140
T95R-WT.1_filter123	17
T95R-WT.1_filter124	120
T95R-WT.1_filter125	284
T95R-WT.1_filter126	180
T95R-WT.1_filter127	66
T95R-WT.1_filter13	207
T95R-WT.1_filter14	144
T95R-WT.1_filter15	311
T95R-WT.1_filter16	197
T95R-WT.1_filter17	121
T95R-WT.1_filter18	280
T95R-WT.1_filter19	133
T95R-WT.1_filter2	315
T95R-WT.1_filter20	159
T95R-WT.1_filter21	214
T95R-WT.1_filter22	337
T95R-WT.1_filter23	78
T95R-WT.1_filter24	327
T95R-WT.1_filter25	4
T95R-WT.1_filter26	84
T95R-WT.1_filter27	69
T95R-WT.1_filter28	341
T95R-WT.1_filter29	208
T95R-WT.1_filter3	323
T95R-WT.1_filter30	275
T95R-WT.1_filter31	264
T95R-WT.1_filter32	74
T95R-WT.1_filter33	122
T95R-WT.1_filter34	276
T95R-WT.1_filter35	277
T95R-WT.1_filter36	63
T95R-WT.1_filter37	5
T95R-WT.1_filter38	85
T95R-WT.1_filter39	16
T95R-WT.1_filter4	181
T95R-WT.1_filter40	77
T95R-WT.1_filter41	344
T95R-WT.1_filter42	96
T95R-WT.1_filter43	236
T95R-WT.1_filter44	86
T95R-WT.1_filter45	88
T95R-WT.1_filter46	87
T95R-WT.1_filter47	166
T95R-WT.1_filter48	51
T95R-WT.1_filter49	91
T95R-WT.1_filter5	198
T95R-WT.1_filter50	196
T95R-WT.1_filter51	71
T95R-WT.1_filter52	209
T95R-WT.1_filter53	10
T95R-WT.1_filter54	178
T95R-WT.1_filter55	212
T95R-WT.1_filter56	248
T95R-WT.1_filter57	40
T95R-WT.1_filter58	167
T95R-WT.1_filter59	317
T95R-WT.1_filter6	210
T95R-WT.1_filter60	10
T95R-WT.1_filter61	115
T95R-WT.1_filter62	297
T95R-WT.1_filter63	293
T95R-WT.1_filter64	161
T95R-WT.1_filter65	225
T95R-WT.1_filter66	324
T95R-WT.1_filter67	18
T95R-WT.1_filter68	92
T95R-WT.1_filter69	273
T95R-WT.1_filter7	179
T95R-WT.1_filter70	283
T95R-WT.1_filter71	10
T95R-WT.1_filter72	98
T95R-WT.1_filter73	345
T95R-WT.1_filter74	279
T95R-WT.1_filter75	292
T95R-WT.1_filter76	102
T95R-WT.1_filter77	48
T95R-WT.1_filter78	103
T95R-WT.1_filter79	8
T95R-WT.1_filter8	73
T95R-WT.1_filter80	116
T95R-WT.1_filter81	271
T95R-WT.1_filter82	138
T95R-WT.1_filter83	306
T95R-WT.1_filter84	313
T95R-WT.1_filter85	45
T95R-WT.1_filter86	182
T95R-WT.1_filter87	240
T95R-WT.1_filter88	8
T95R-WT.1_filter89	185
T95R-WT.1_filter9	82
T95R-WT.1_filter90	83
T95R-WT.1_filter91	8
T95R-WT.1_filter92	6
T95R-WT.1_filter93	111
T95R-WT.1_filter94	57
T95R-WT.1_filter95	67
T95R-WT.1_filter96	337
T95R-WT.1_filter97	203
T95R-WT.1_filter98	58
T95R-WT.1_filter99	215
T95R.1_filter0	8
T95R.1_filter1	290
T95R.1_filter10	268
T95R.1_filter100	61
T95R.1_filter101	15
T95R.1_filter102	325
T95R.1_filter103	154
T95R.1_filter104	105
T95R.1_filter105	252
T95R.1_filter106	253
T95R.1_filter107	9
T95R.1_filter108	186
T95R.1_filter109	29
T95R.1_filter11	309
T95R.1_filter110	60
T95R.1_filter111	14
T95R.1_filter112	213
T95R.1_filter113	216
T95R.1_filter114	295
T95R.1_filter115	165
T95R.1_filter116	331
T95R.1_filter117	188
T95R.1_filter118	38
T95R.1_filter119	127
T95R.1_filter12	90
T95R.1_filter120	13
T95R.1_filter121	2
T95R.1_filter122	129
T95R.1_filter123	34
T95R.1_filter124	204
T95R.1_filter125	3
T95R.1_filter126	227
T95R.1_filter127	12
T95R.1_filter13	8
T95R.1_filter14	55
T95R.1_filter15	256
T95R.1_filter16	296
T95R.1_filter17	34
T95R.1_filter18	2
T95R.1_filter19	219
T95R.1_filter2	301
T95R.1_filter20	11
T95R.1_filter21	222
T95R.1_filter22	176
T95R.1_filter23	142
T95R.1_filter24	221
T95R.1_filter25	192
T95R.1_filter26	232
T95R.1_filter27	160
T95R.1_filter28	10
T95R.1_filter29	97
T95R.1_filter3	75
T95R.1_filter30	46
T95R.1_filter31	30
T95R.1_filter32	152
T95R.1_filter33	19
T95R.1_filter34	16
T95R.1_filter35	11
T95R.1_filter36	220
T95R.1_filter37	246
T95R.1_filter38	244
T95R.1_filter39	1
T95R.1_filter4	147
T95R.1_filter40	314
T95R.1_filter41	193
T95R.1_filter42	241
T95R.1_filter43	68
T95R.1_filter44	170
T95R.1_filter45	35
T95R.1_filter46	53
T95R.1_filter47	288
T95R.1_filter48	278
T95R.1_filter49	237
T95R.1_filter5	148
T95R.1_filter50	260
T95R.1_filter51	47
T95R.1_filter52	320
T95R.1_filter53	41
T95R.1_filter54	94
T95R.1_filter55	153
T95R.1_filter56	125
T95R.1_filter57	52
T95R.1_filter58	307
T95R.1_filter59	331
T95R.1_filter6	262
T95R.1_filter60	1
T95R.1_filter61	24
T95R.1_filter62	269
T95R.1_filter63	340
T95R.1_filter64	234
T95R.1_filter65	12
T95R.1_filter66	131
T95R.1_filter67	49
T95R.1_filter68	81
T95R.1_filter69	27
T95R.1_filter7	336
T95R.1_filter70	191
T95R.1_filter71	174
T95R.1_filter72	333
T95R.1_filter73	23
T95R.1_filter74	266
T95R.1_filter75	16
T95R.1_filter76	118
T95R.1_filter77	3
T95R.1_filter78	336
T95R.1_filter79	10
T95R.1_filter8	245
T95R.1_filter80	189
T95R.1_filter81	285
T95R.1_filter82	64
T95R.1_filter83	259
T95R.1_filter84	238
T95R.1_filter85	247
T95R.1_filter86	289
T95R.1_filter87	285
T95R.1_filter88	89
T95R.1_filter89	312
T95R.1_filter9	303
T95R.1_filter90	151
T95R.1_filter91	304
T95R.1_filter92	175
T95R.1_filter93	128
T95R.1_filter94	54
T95R.1_filter95	334
T95R.1_filter96	108
T95R.1_filter97	162
T95R.1_filter98	294
T95R.1_filter99	56
WT.1_filter0	2
WT.1_filter1	340
WT.1_filter10	338
WT.1_filter100	226
WT.1_filter101	316
WT.1_filter102	163
WT.1_filter103	305
WT.1_filter104	135
WT.1_filter105	242
WT.1_filter106	143
WT.1_filter107	228
WT.1_filter108	31
WT.1_filter109	274
WT.1_filter11	42
WT.1_filter110	2
WT.1_filter111	39
WT.1_filter112	223
WT.1_filter113	37
WT.1_filter114	211
WT.1_filter115	34
WT.1_filter116	261
WT.1_filter117	157
WT.1_filter118	172
WT.1_filter119	113
WT.1_filter12	3
WT.1_filter120	328
WT.1_filter121	187
WT.1_filter122	25
WT.1_filter123	28
WT.1_filter124	37
WT.1_filter125	101
WT.1_filter126	194
WT.1_filter127	321
WT.1_filter13	110
WT.1_filter14	43
WT.1_filter15	218
WT.1_filter16	183
WT.1_filter17	21
WT.1_filter18	254
WT.1_filter19	270
WT.1_filter2	95
WT.1_filter20	218
WT.1_filter21	62
WT.1_filter22	265
WT.1_filter23	79
WT.1_filter24	168
WT.1_filter25	255
WT.1_filter26	70
WT.1_filter27	126
WT.1_filter28	249
WT.1_filter29	124
WT.1_filter3	243
WT.1_filter30	342
WT.1_filter31	22
WT.1_filter32	117
WT.1_filter33	310
WT.1_filter34	130
WT.1_filter35	235
WT.1_filter36	34
WT.1_filter37	149
WT.1_filter38	136
WT.1_filter39	134
WT.1_filter4	299
WT.1_filter40	205
WT.1_filter41	267
WT.1_filter42	137
WT.1_filter43	139
WT.1_filter44	229
WT.1_filter45	145
WT.1_filter46	263
WT.1_filter47	291
WT.1_filter48	233
WT.1_filter49	114
WT.1_filter5	104
WT.1_filter50	336
WT.1_filter51	217
WT.1_filter52	272
WT.1_filter53	300
WT.1_filter54	109
WT.1_filter55	20
WT.1_filter56	199
WT.1_filter57	119
WT.1_filter58	340
WT.1_filter59	3
WT.1_filter6	339
WT.1_filter60	239
WT.1_filter61	32
WT.1_filter62	12
WT.1_filter63	150
WT.1_filter64	93
WT.1_filter65	224
WT.1_filter66	141
WT.1_filter67	171
WT.1_filter68	298
WT.1_filter69	12
WT.1_filter7	106
WT.1_filter70	123
WT.1_filter71	331
WT.1_filter72	331
WT.1_filter73	319
WT.1_filter74	287
WT.1_filter75	318
WT.1_filter76	231
WT.1_filter77	343
WT.1_filter78	329
WT.1_filter79	326
WT.1_filter8	302
WT.1_filter80	146
WT.1_filter81	112
WT.1_filter82	257
WT.1_filter83	322
WT.1_filter84	158
WT.1_filter85	336
WT.1_filter86	36
WT.1_filter87	177
WT.1_filter88	44
WT.1_filter89	184
WT.1_filter9	156
WT.1_filter90	286
WT.1_filter91	12
WT.1_filter92	281
WT.1_filter93	173
WT.1_filter94	169
WT.1_filter95	99
WT.1_filter96	330
WT.1_filter97	33
WT.1_filter98	107
WT.1_filter99	7
