motifs	cluster
WT.1_filter38	131
WT.1_filter39	129
WT.1_filter4	293
WT.1_filter40	200
WT.1_filter41	261
WT.1_filter42	132
WT.1_filter43	134
WT.1_filter44	223
WT.1_filter45	140
WT.1_filter46	257
WT.1_filter47	285
WT.1_filter48	227
WT.1_filter49	109
WT.1_filter5	99
WT.1_filter50	329
WT.1_filter51	212
WT.1_filter52	266
WT.1_filter53	294
WT.1_filter54	104
WT.1_filter55	16
WT.1_filter56	194
WT.1_filter57	114
WT.1_filter58	332
WT.1_filter59	2
WT.1_filter6	331
WT.1_filter60	233
WT.1_filter61	27
WT.1_filter62	10
WT.1_filter63	145
WT.1_filter64	88
WT.1_filter65	218
WT.1_filter66	136
WT.1_filter67	166
WT.1_filter68	292
WT.1_filter69	10
WT.1_filter7	101
WT.1_filter70	118
WT.1_filter71	325
WT.1_filter72	325
WT.1_filter73	313
WT.1_filter74	281
WT.1_filter75	312
WT.1_filter76	225
WT.1_filter77	334
WT.1_filter78	323
WT.1_filter79	320
WT.1_filter8	296
WT.1_filter80	141
WT.1_filter81	107
WT.1_filter82	251
WT.1_filter83	316
WT.1_filter84	153
WT.1_filter85	329
WT.1_filter86	31
WT.1_filter87	172
WT.1_filter88	39
WT.1_filter89	179
WT.1_filter9	151
WT.1_filter90	280
WT.1_filter91	10
WT.1_filter92	275
WT.1_filter93	168
WT.1_filter94	164
WT.1_filter95	94
WT.1_filter96	324
WT.1_filter97	28
WT.1_filter98	102
WT.1_filter99	6
