motifs	cluster
T95R-WT.1_filter0	179
T95R-WT.1_filter1	48
T95R-WT.1_filter10	60
T95R-WT.1_filter100	107
T95R-WT.1_filter101	4
T95R-WT.1_filter102	25
T95R-WT.1_filter103	33
T95R-WT.1_filter104	37
T95R-WT.1_filter105	41
T95R-WT.1_filter106	162
T95R-WT.1_filter107	225
T95R-WT.1_filter108	224
T95R-WT.1_filter109	207
T95R-WT.1_filter11	138
T95R-WT.1_filter110	128
T95R-WT.1_filter111	12
T95R-WT.1_filter112	101
T95R-WT.1_filter113	175
T95R-WT.1_filter114	44
T95R-WT.1_filter115	193
T95R-WT.1_filter116	133
T95R-WT.1_filter117	226
T95R-WT.1_filter118	139
T95R-WT.1_filter119	140
T95R-WT.1_filter12	174
T95R-WT.1_filter120	144
T95R-WT.1_filter121	85
T95R-WT.1_filter122	91
T95R-WT.1_filter123	8
T95R-WT.1_filter124	74
T95R-WT.1_filter125	194
T95R-WT.1_filter126	119
T95R-WT.1_filter127	37
T95R-WT.1_filter13	145
T95R-WT.1_filter14	94
T95R-WT.1_filter15	209
T95R-WT.1_filter16	135
T95R-WT.1_filter17	75
T95R-WT.1_filter18	192
T95R-WT.1_filter19	85
T95R-WT.1_filter2	212
T95R-WT.1_filter20	104
T95R-WT.1_filter21	152
T95R-WT.1_filter22	226
T95R-WT.1_filter23	46
T95R-WT.1_filter24	222
T95R-WT.1_filter25	1
T95R-WT.1_filter26	50
T95R-WT.1_filter27	39
T95R-WT.1_filter28	226
T95R-WT.1_filter29	146
T95R-WT.1_filter3	219
T95R-WT.1_filter30	188
T95R-WT.1_filter31	183
T95R-WT.1_filter32	42
T95R-WT.1_filter33	76
T95R-WT.1_filter34	189
T95R-WT.1_filter35	190
T95R-WT.1_filter36	36
T95R-WT.1_filter37	1
T95R-WT.1_filter38	51
T95R-WT.1_filter39	8
T95R-WT.1_filter4	120
T95R-WT.1_filter40	45
T95R-WT.1_filter41	228
T95R-WT.1_filter42	57
T95R-WT.1_filter43	165
T95R-WT.1_filter44	51
T95R-WT.1_filter45	52
T95R-WT.1_filter46	51
T95R-WT.1_filter47	109
T95R-WT.1_filter48	26
T95R-WT.1_filter49	54
T95R-WT.1_filter5	136
T95R-WT.1_filter50	134
