motifs	cluster
T95R-WT.1_filter51	40
T95R-WT.1_filter52	147
T95R-WT.1_filter53	5
T95R-WT.1_filter54	117
T95R-WT.1_filter55	150
T95R-WT.1_filter56	173
T95R-WT.1_filter57	19
T95R-WT.1_filter58	110
T95R-WT.1_filter59	213
T95R-WT.1_filter6	148
T95R-WT.1_filter60	5
T95R-WT.1_filter61	70
T95R-WT.1_filter62	201
T95R-WT.1_filter63	199
T95R-WT.1_filter64	105
T95R-WT.1_filter65	159
T95R-WT.1_filter66	220
T95R-WT.1_filter67	9
T95R-WT.1_filter68	54
T95R-WT.1_filter69	187
T95R-WT.1_filter7	118
T95R-WT.1_filter70	193
T95R-WT.1_filter71	5
T95R-WT.1_filter72	58
T95R-WT.1_filter73	228
T95R-WT.1_filter74	191
T95R-WT.1_filter75	198
T95R-WT.1_filter76	62
T95R-WT.1_filter77	24
T95R-WT.1_filter78	62
T95R-WT.1_filter79	4
T95R-WT.1_filter8	41
T95R-WT.1_filter80	71
T95R-WT.1_filter81	187
T95R-WT.1_filter82	89
T95R-WT.1_filter83	206
T95R-WT.1_filter84	210
T95R-WT.1_filter85	21
T95R-WT.1_filter86	121
T95R-WT.1_filter87	168
T95R-WT.1_filter88	4
T95R-WT.1_filter89	124
T95R-WT.1_filter9	49
T95R-WT.1_filter90	49
T95R-WT.1_filter91	4
T95R-WT.1_filter92	2
T95R-WT.1_filter93	68
T95R-WT.1_filter94	31
T95R-WT.1_filter95	38
T95R-WT.1_filter96	226
T95R-WT.1_filter97	141
T95R-WT.1_filter98	32
T95R-WT.1_filter99	153
T95R.1_filter0	4
T95R.1_filter1	197
T95R.1_filter10	186
T95R.1_filter100	34
T95R.1_filter101	7
T95R.1_filter102	221
T95R.1_filter103	100
T95R.1_filter104	64
T95R.1_filter105	176
T95R.1_filter106	176
T95R.1_filter107	4
T95R.1_filter108	124
T95R.1_filter109	14
T95R.1_filter11	207
T95R.1_filter110	33
T95R.1_filter111	6
T95R.1_filter112	151
T95R.1_filter113	154
T95R.1_filter114	200
T95R.1_filter115	108
T95R.1_filter116	224
T95R.1_filter117	126
T95R.1_filter118	18
T95R.1_filter119	80
T95R.1_filter12	53
T95R.1_filter120	6
T95R.1_filter121	1
T95R.1_filter122	82
T95R.1_filter123	16
T95R.1_filter124	142
T95R.1_filter125	1
T95R.1_filter126	160
T95R.1_filter127	6
T95R.1_filter13	4
T95R.1_filter14	29
T95R.1_filter15	178
T95R.1_filter16	200
T95R.1_filter17	16
T95R.1_filter18	1
T95R.1_filter19	156
T95R.1_filter2	204
T95R.1_filter20	5
T95R.1_filter21	157
T95R.1_filter22	115
T95R.1_filter23	93
T95R.1_filter24	156
T95R.1_filter25	130
T95R.1_filter26	163
T95R.1_filter27	104
T95R.1_filter28	5
T95R.1_filter29	57
T95R.1_filter3	43
T95R.1_filter30	22
T95R.1_filter31	14
T95R.1_filter32	99
T95R.1_filter33	10
T95R.1_filter34	8
T95R.1_filter35	5
T95R.1_filter36	156
T95R.1_filter37	172
T95R.1_filter38	170
T95R.1_filter39	1
T95R.1_filter4	96
T95R.1_filter40	211
T95R.1_filter41	131
T95R.1_filter42	168
T95R.1_filter43	38
T95R.1_filter44	112
T95R.1_filter45	17
T95R.1_filter46	27
T95R.1_filter47	196
T95R.1_filter48	190
T95R.1_filter49	166
T95R.1_filter5	96
T95R.1_filter50	180
T95R.1_filter51	23
T95R.1_filter52	216
T95R.1_filter53	19
T95R.1_filter54	56
T95R.1_filter55	99
T95R.1_filter56	78
T95R.1_filter57	26
T95R.1_filter58	206
T95R.1_filter59	224
T95R.1_filter6	182
T95R.1_filter60	1
T95R.1_filter61	11
T95R.1_filter62	186
T95R.1_filter63	226
T95R.1_filter64	164
T95R.1_filter65	6
T95R.1_filter66	84
T95R.1_filter67	24
T95R.1_filter68	48
T95R.1_filter69	12
T95R.1_filter7	226
T95R.1_filter70	129
T95R.1_filter71	114
T95R.1_filter72	224
T95R.1_filter73	11
T95R.1_filter74	185
T95R.1_filter75	8
T95R.1_filter76	73
T95R.1_filter77	1
T95R.1_filter78	226
T95R.1_filter79	5
T95R.1_filter8	171
T95R.1_filter80	127
T95R.1_filter81	195
T95R.1_filter82	36
T95R.1_filter83	179
T95R.1_filter84	167
T95R.1_filter85	172
T95R.1_filter86	196
T95R.1_filter87	195
T95R.1_filter88	52
T95R.1_filter89	209
T95R.1_filter9	204
T95R.1_filter90	98
T95R.1_filter91	204
T95R.1_filter92	114
T95R.1_filter93	81
T95R.1_filter94	28
T95R.1_filter95	224
T95R.1_filter96	66
T95R.1_filter97	105
T95R.1_filter98	199
T95R.1_filter99	30
WT.1_filter0	1
WT.1_filter1	226
WT.1_filter10	226
WT.1_filter100	159
WT.1_filter101	212
WT.1_filter102	106
WT.1_filter103	205
WT.1_filter104	87
WT.1_filter105	169
WT.1_filter106	93
WT.1_filter107	160
WT.1_filter108	15
WT.1_filter109	187
WT.1_filter11	20
WT.1_filter110	1
WT.1_filter111	18
WT.1_filter112	157
WT.1_filter113	18
WT.1_filter114	149
WT.1_filter115	16
WT.1_filter116	181
WT.1_filter117	102
WT.1_filter118	113
WT.1_filter119	69
WT.1_filter12	1
WT.1_filter120	223
WT.1_filter121	125
WT.1_filter122	11
WT.1_filter123	13
WT.1_filter124	18
WT.1_filter125	61
WT.1_filter126	132
WT.1_filter127	217
WT.1_filter13	67
WT.1_filter14	21
WT.1_filter15	156
WT.1_filter16	122
WT.1_filter17	11
WT.1_filter18	177
WT.1_filter19	186
WT.1_filter2	56
WT.1_filter20	156
WT.1_filter21	35
WT.1_filter22	184
WT.1_filter23	47
WT.1_filter24	111
WT.1_filter25	177
WT.1_filter26	39
WT.1_filter27	79
WT.1_filter28	173
WT.1_filter29	77
WT.1_filter3	169
WT.1_filter30	227
WT.1_filter31	11
WT.1_filter32	72
WT.1_filter33	208
WT.1_filter34	83
WT.1_filter35	164
WT.1_filter36	16
WT.1_filter37	97
WT.1_filter38	87
WT.1_filter39	86
WT.1_filter4	202
WT.1_filter40	143
WT.1_filter41	185
WT.1_filter42	88
WT.1_filter43	90
WT.1_filter44	161
WT.1_filter45	95
WT.1_filter46	182
WT.1_filter47	197
WT.1_filter48	163
WT.1_filter49	69
WT.1_filter5	63
WT.1_filter50	226
WT.1_filter51	155
WT.1_filter52	187
WT.1_filter53	203
WT.1_filter54	66
WT.1_filter55	10
WT.1_filter56	137
WT.1_filter57	73
WT.1_filter58	226
WT.1_filter59	1
WT.1_filter6	226
WT.1_filter60	167
WT.1_filter61	15
WT.1_filter62	6
WT.1_filter63	97
WT.1_filter64	55
WT.1_filter65	158
WT.1_filter66	92
WT.1_filter67	112
WT.1_filter68	201
WT.1_filter69	6
WT.1_filter7	65
WT.1_filter70	76
WT.1_filter71	224
WT.1_filter72	224
WT.1_filter73	215
WT.1_filter74	195
WT.1_filter75	214
WT.1_filter76	162
WT.1_filter77	227
WT.1_filter78	223
WT.1_filter79	221
WT.1_filter8	204
WT.1_filter80	95
WT.1_filter81	68
WT.1_filter82	178
WT.1_filter83	218
WT.1_filter84	103
WT.1_filter85	226
WT.1_filter86	17
WT.1_filter87	116
WT.1_filter88	21
WT.1_filter89	123
WT.1_filter9	101
WT.1_filter90	195
WT.1_filter91	6
WT.1_filter92	192
WT.1_filter93	113
WT.1_filter94	111
WT.1_filter95	59
WT.1_filter96	223
WT.1_filter97	15
WT.1_filter98	65
WT.1_filter99	3
