filter0	-0.13190089	-0.031326767	0.23540854
filter1	0.8627006	-0.82053435	-0.6705723
filter2	0.8744836	-0.7467281	-0.6609124
filter3	0.069848545	-0.051806673	0.07921628
filter4	0.5328579	-0.39404276	-0.6042723
filter5	-0.88039124	0.5089323	0.7084388
filter6	-0.22461937	0.15900598	-0.058543228
filter7	-0.15250729	0.12236544	0.21049275
filter8	0.2528717	-0.60484624	9.153431e-06
filter9	0.61370176	0.22649549	-0.7647402
filter10	-0.158362	0.18772621	0.42565978
filter11	-0.22126578	0.15591276	0.18522276
filter12	-0.37656295	-0.005808913	0.2923651
filter13	0.47027206	-0.78297055	-0.4298177
filter14	0.5460666	-0.5434197	-0.521515
filter15	0.4750468	-0.48690334	-0.4323251
